met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full
Glucose,glc_D,uniformis,Other,Healthy,1.379068232001025,5.431678907118324,109,Bacteroides uniformis
Guanine,gua,medium,Other,Healthy,1.3740237575655423,0.9739395058421,97,Treponema medium
Glycerol,glyc,sakazakii,Other,Healthy,1.372182857328778,0.6590265820326289,2,Cronobacter sakazakii
Nicotinate,nac,durum,Other,Healthy,1.3692642835158337,0.5847347388675388,2,Corynebacterium durum
Deoxyadenosine,dad_2,piscolens,Other,Healthy,1.3664331217769785,,1,Pyramidobacter piscolens
Glucose,glc_D,hypermegale,Other,Healthy,1.3641244966591202,1.1563391552394975,6,Megamonas hypermegale
Aspartate,asp_L,bifidum,Amino Acid,Healthy,1.3306631374800493,,1,Bifidobacterium bifidum
Glycerol,glyc,nigrescens,Other,Healthy,1.3208568868455455,,1,Prevotella nigrescens
N-Acetylglucosamine,acgam,breve,Other,Healthy,1.2892950331108912,,1,Bifidobacterium breve
Histidine,his_L,adolescentis,Other,Healthy,1.2870182489859208,,1,Bifidobacterium adolescentis
Formate,for,albertii,Other,Healthy,1.2796186926287167,0.41729658375170464,2,Escherichia albertii
Cysteine,cys_L,longum,Other,Healthy,1.2664227346849113,,1,longum
Asparagine,asn_L,mitsuokai,Other,Healthy,1.253943309610952,,1,Catenibacterium mitsuokai
Ethanol,etoh,medium,Other,Healthy,1.2520577365644079,,1,Treponema medium
Ornithine,orn,bartlettii,Polyamine,Healthy,1.2391824357103922,0.1478478670953083,2,Intestinibacter bartlettii
Glycerol,glyc,clarus,Other,Healthy,1.2351010756750114,0.5646301586065434,95,Bacteroides clarus
Adenine,ade,medium,Other,Healthy,1.1961053489319617,0.7571158810293588,32,Treponema medium
Maltose,malt,thetaiotaomicron,Other,Healthy,1.1903455276247918,2.127129179711566,47,Bacteroides thetaiotaomicron
Maltose,malt,pseudocatenulatum,Other,Healthy,1.1902186688746808,2.140679489137482,9,Bifidobacterium pseudocatenulatum
Succinate,succ,butyricum,Other,Healthy,1.1676760073941317,,1,Clostridium butyricum
Deoxyadenosine,dad_2,copri,Other,Healthy,1.146873731789135,,1,Prevotella copri
Guanosine,gsn,copri,Other,Healthy,1.1468737317891282,,1,Prevotella copri
CO2,co2,gingivalis,Other,Healthy,1.140918026773662,,1,gingivalis
Glycerol,glyc,hormaechei,Other,Healthy,1.1385659462610866,0.48564580877381647,2,Enterobacter hormaechei
Deoxycytidine,dcyt,uniformis,Other,Healthy,1.13052538006978,0.27671926932180724,2,Bacteroides uniformis
Deoxyadenosine,dad_2,amylovorus,Other,Healthy,1.111338119324339,,1,Lactobacillus amylovorus
Inosine,ins,faecis,Other,Healthy,1.1037968992798384,0.6306326688221284,16,faecis
Glutathione (reduced),gthrd,medium,Other,Healthy,1.0993592827956435,0.7245188114211197,14,Treponema medium
Deoxyadenosine,dad_2,melaninogenica,Other,Healthy,1.0964987961382349,,1,Prevotella melaninogenica
GABA,4abut,uniformis,Other,Healthy,1.0721748484626275,,1,Bacteroides uniformis
lmn2,lmn2,distasonis,Other,Healthy,1.0629355503016618,2.3585409412203338,7,Parabacteroides distasonis
Glycerol,glyc,xylaniphila,Other,Healthy,1.054320428225342,0.5196194624178812,56,Paraprevotella xylaniphila
Glycerol,glyc,clara,Other,Healthy,1.0448104077084754,0.4644419601872627,76,Paraprevotella clara
Glycerol,glyc,ascorbata,Other,Healthy,1.0415579203269443,,1,Kluyvera ascorbata
Methionine,met_L,nordii,Amino Acid,Healthy,1.0321504435076738,,1,Bacteroides nordii
Alanine,ala_L,elsdenii,Amino Acid,Healthy,1.030644838196391,,1,Megasphaera elsdenii
Glycerol,glyc,jalaludinii,Other,Healthy,1.0167943203402183,,1,Mitsuokella jalaludinii
csn,csn,catenulatum,Other,Healthy,1.010617250098006,0.07148739821094297,2,Bifidobacterium catenulatum
Deoxyadenosine,dad_2,veroralis,Other,Healthy,0.9875326036930987,,1,Prevotella veroralis
Propionate,ppa,cloacae,SCFA,Healthy,0.9862279105491065,0.38037389367627034,2,Enterobacter cloacae
Acetaldehyde,acald,adolescentis,Other,Healthy,0.9743246777638271,,1,Bifidobacterium adolescentis
meoh,meoh,thetaiotaomicron,Other,Healthy,0.9658322945664551,3.1517985052668513,35,Bacteroides thetaiotaomicron
Formate,for,virosa,Other,Healthy,0.962848659026195,0.3651526583581431,58,Butyricimonas virosa
Glycerol,glyc,asburiae,Other,Healthy,0.9543775568817847,0.5126017680859186,3,Enterobacter asburiae
gcald,gcald,albertii,Other,Healthy,0.9370234677512502,2.5036469629195683,29,Escherichia albertii
Histidine,his_L,alactolyticus,Other,Healthy,0.9346958443961904,,1,alactolyticus
meoh,meoh,cellulosilyticus,Other,Healthy,0.9316131244335428,0.43130288598675787,7,Bacteroides cellulosilyticus
xtsn,xtsn,medium,Other,Healthy,0.9097807640230832,1.1947103743695981,36,Treponema medium
Glycerol,glyc,fluxus,Other,Healthy,0.9084736930063034,0.5745567503060527,32,Bacteroides fluxus
Xylose,xyl_D,eggerthii,Other,Healthy,0.8922428682773216,1.3334200786028947,8,Bacteroides eggerthii
Inosine,ins,buccae,Other,Healthy,0.8804786388675442,0.7653037994421426,8,Prevotella buccae
Formate,for,cloacae,Other,Healthy,0.8793595212896566,,1,Enterobacter cloacae
Glycerol,glyc,virosa,Other,Healthy,0.878043918076518,0.3204319206831208,15,Butyricimonas virosa
Glycerol,glyc,oxytoca,Other,Healthy,0.8736122562043478,0.4770390083930833,5,Klebsiella oxytoca
Acetate,ac,aerofaciens,SCFA,Healthy,0.8720386774387431,,1,Collinsella aerofaciens
mqn8,mqn8,mutans,Other,Healthy,0.8652729653920194,,1,Streptococcus mutans
btd_RR,btd_RR,asburiae,Other,Healthy,0.8425912627930938,,1,Enterobacter asburiae
Succinate,succ,elsdenii,Other,Healthy,0.8396236443316969,1.565579870760464,14,Megasphaera elsdenii
Glycerol,glyc,nordii,Other,Healthy,0.8395612750049555,0.364849822039521,13,Bacteroides nordii
Glycerol,glyc,synergistica,Other,Healthy,0.8267417296961811,0.4946695698894998,2,Butyricimonas synergistica
Deoxycytidine,dcyt,sinus,Other,Healthy,0.7910484271249781,,1,Oribacterium sinus
meoh,meoh,prausnitzii,Other,Healthy,0.7887105674829675,1.0526633639497733,16,Faecalibacterium prausnitzii
Maltose,malt,adolescentis,Other,Healthy,0.7873749203347572,1.230512691024024,68,Bifidobacterium adolescentis
Galactose,gal,uniformis,Other,Healthy,0.7846210785953929,3.05606934920972,101,Bacteroides uniformis
Ribose,rib_D,piscolens,Other,Healthy,0.7678551978382311,0.00881102561623799,2,Pyramidobacter piscolens
Deoxyadenosine,dad_2,succinatiphilus,Other,Healthy,0.7658920052235225,0.7187396842006846,2,Dialister succinatiphilus
Deoxyadenosine,dad_2,stomatis,Other,Healthy,0.7569165491076044,,1,stomatis
malttr,malttr,fragilis,Other,Healthy,0.7558224519141501,1.5319887990611134,29,fragilis
Tetradecanoate,ttdca,bifidum,Other,Healthy,0.739903722153684,0.18635488625082844,2,Bifidobacterium bifidum
mqn8,mqn8,gadei,Other,Healthy,0.7325589534421703,,1,Dysgonomonas gadei
Succinate,succ,clara,Other,Healthy,0.7257388053289435,2.497701979526876,32,Paraprevotella clara
Deoxyadenosine,dad_2,albensis,Other,Healthy,0.7159490735953034,0.7660434330107465,4,Prevotella albensis
Fucose,fuc_L,cellulosilyticus,Other,Healthy,0.71043015953137,1.0001524555820729,2,Bacteroides cellulosilyticus
Pyruvate,pyr,medium,Other,Healthy,0.6951625155472723,,1,Treponema medium
Mannose,man,uniformis,Other,Healthy,0.6871833333375543,3.00722806976396,78,Bacteroides uniformis
Phenylalanine,phe_L,medium,Other,Healthy,0.6849370087564237,,1,Treponema medium
CO2,co2,garvieae,Other,Healthy,0.6816144291715813,,1,Lactococcus garvieae
Inosine,ins,thetaiotaomicron,Other,Healthy,0.6767550895629524,0.38275820625993784,7,Bacteroides thetaiotaomicron
Glycerol,glyc,faecis,Other,Healthy,0.660275431256981,0.33767651949276933,26,faecis
Thymidine,thymd,australis,Other,Healthy,0.6526434047871473,,1,australis
Glycerol,glyc,aphrophilus,Other,Healthy,0.6458171950145745,,1,Aggregatibacter aphrophilus
csn,csn,medium,Other,Healthy,0.6348294064142462,0.659654525460062,6,Treponema medium
Formate,for,splanchnicus,Other,Healthy,0.6292531783373391,2.476616596369893,67,Odoribacter splanchnicus
Glycerol,glyc,melaninogenica,Other,Healthy,0.622698366191238,0.03800965217688401,2,Prevotella melaninogenica
Uridine,uri,medium,Other,Healthy,0.6085989269289527,0.4442780972962218,21,Treponema medium
Tetrahydrofolate,thf,medium,Other,Healthy,0.596467562323028,0.4003099585718603,53,Treponema medium
2obut,2obut,butyricum,Other,Healthy,0.5838380036970658,,1,Clostridium butyricum
Deoxyadenosine,dad_2,aeruginosa,Other,Healthy,0.5832819119742364,0.0935853926615639,8,Pseudomonas aeruginosa
Glycerol,glyc,salyersiae,Other,Healthy,0.5772497926293176,0.41208664563781844,10,Bacteroides salyersiae
gcald,gcald,morganii,Other,Healthy,0.5751381142807127,,1,Morganella morganii
L-Arabinose,arab_L,longum,Other,Healthy,0.5610587542880793,1.0758510786672733,24,longum
Glycerol,glyc,buccae,Other,Healthy,0.559805294465255,0.4005604995441436,17,Prevotella buccae
gcald,gcald,freundii,Other,Healthy,0.5492056931694125,,1,Citrobacter freundii
Glucose,glc_D,medium,Other,Healthy,0.5447888326696941,,1,Treponema medium
Tyrosine,tyr_L,pseudocatenulatum,Other,Healthy,0.5415162454874408,,1,Bifidobacterium pseudocatenulatum
Cysteine,cys_L,funiformis,Other,Healthy,0.541478325196292,,1,Megamonas funiformis
Glycerol,glyc,uli,Other,Healthy,0.5366061113794116,,1,Olsenella uli
Glycerol,glyc,conceptionensis,Other,Healthy,0.5298833157576698,0.457534800784435,3,Prevotella conceptionensis
Xylose,xyl_D,adolescentis,Other,Healthy,0.5290949877192048,0.6113759951635994,12,Bifidobacterium adolescentis
Formate,for,sakazakii,Other,Healthy,0.5270451753137495,,1,Cronobacter sakazakii
Deoxyadenosine,dad_2,nanceiensis,Other,Healthy,0.5233438041574345,,1,Prevotella nanceiensis
Histidine,his_L,medium,Other,Healthy,0.5218512789371591,,1,Treponema medium
Galactose,gal,fragilis,Other,Healthy,0.5189051126583192,0.881074684703678,39,fragilis
Palmitate,hdca,medium,Lipid / Fatty Acid,Healthy,0.5136995695530217,0.05798526202912082,2,Treponema medium
phenol,phenol,medium,Other,Healthy,0.51234072187136,0.6813808708394546,2,Treponema medium
Succinate,succ,formatexigens,Other,Healthy,0.5000508744048179,,1,Marvinbryantia formatexigens
Gluconate,glcn,asburiae,Other,Healthy,0.497723437785083,,1,Enterobacter asburiae
gcald,gcald,fergusonii,Other,Healthy,0.497340830491105,0.20783523096645534,41,Escherichia fergusonii
meoh,meoh,ovatus,Other,Healthy,0.49536730444073906,1.439023734627153,30,Bacteroides ovatus
Glycerol,glyc,ruminicola,Other,Healthy,0.4859241267928926,0.10987927099316286,3,ruminicola
so3,so3,piger,Other,Healthy,0.4847815893147732,,1,Desulfovibrio piger
Thymidine,thymd,medium,Other,Healthy,0.4787672581513834,0.6509200836220658,79,Treponema medium
Formate,for,desulfuricans,Other,Healthy,0.47515652970641437,0.23866221051753456,3,Desulfovibrio desulfuricans
Glycerol,glyc,bivia,Other,Healthy,0.4625564489952393,0.2418095041926033,4,Prevotella bivia
Propionate,ppa,hormaechei,SCFA,Healthy,0.4624757111708284,,1,Enterobacter hormaechei
Formate,for,aphrophilus,Other,Healthy,0.45986692007952934,0.1779562568427386,3,Aggregatibacter aphrophilus
D-Lactate,lac_D,freundii,Other,Healthy,0.45454741746550553,,1,Citrobacter freundii
Glutamine,gln_L,veronii,Amino Acid,Healthy,0.45344309811216466,,1,Aeromonas veronii
gcald,gcald,hydrophila,Other,Healthy,0.45306062305788836,,1,Aeromonas hydrophila
strch2,strch2,amylovorus,Other,Healthy,0.45213951856321116,,1,Lactobacillus amylovorus
tym,tym,medium,Other,Healthy,0.44916512845152834,0.035339985509254816,3,Treponema medium
Trimethylamine,tma,medium,Other,Healthy,0.4475849152015843,0.40058479419883847,65,Treponema medium
Formate,for,bivia,Other,Healthy,0.44703136452863385,0.1783221480539365,6,Prevotella bivia
rbflvrd,rbflvrd,medium,Other,Healthy,0.4431334780847779,0.39533487724962496,20,Treponema medium
Pyridoxine,pydxn,medium,Other,Healthy,0.4399234978233911,0.4369358500988746,33,Treponema medium
gcald,gcald,asburiae,Other,Healthy,0.43071220651772507,0.2613063697321755,4,Enterobacter asburiae
Glycerol,glyc,albensis,Other,Healthy,0.4200282546272364,0.4136950485459817,15,Prevotella albensis
Glycerol,glyc,naeslundii,Other,Healthy,0.41726579745792564,,1,Actinomyces naeslundii
gcald,gcald,ascorbata,Other,Healthy,0.4170279402180704,0.12592913767938005,5,Kluyvera ascorbata
gcald,gcald,aeruginosa,Other,Healthy,0.41698875715705785,0.08990474786291466,9,Pseudomonas aeruginosa
Glucose,glc_D,gadei,Other,Healthy,0.41222397592264315,,1,Dysgonomonas gadei
Glycerol,glyc,stercorea,Other,Healthy,0.4020162942701346,0.3268830407927692,73,Prevotella stercorea
gcald,gcald,salyersiae,Other,Healthy,0.4001556405195276,0.14124055876894154,12,Bacteroides salyersiae
Cysteine,cys_L,medium,Other,Healthy,0.3973582907098675,0.4486484353022319,2,Treponema medium
Nicotinamide,ncam,salyersiae,Other,Healthy,0.3947155299000755,,1,Bacteroides salyersiae
gcald,gcald,nigrescens,Other,Healthy,0.38411282401551766,,1,Prevotella nigrescens
Malate,mal_L,freundii,Other,Healthy,0.37712907036721527,,1,Citrobacter freundii
Galactose,gal,cloacae,Other,Healthy,0.3756507371910587,,1,Enterobacter cloacae
Glycerol,glyc,laneus,Other,Healthy,0.3721828816981138,0.34625492588210144,5,Odoribacter laneus
gcald,gcald,nordii,Other,Healthy,0.3721189520683203,0.11790806013648293,14,Bacteroides nordii
gcald,gcald,cloacae,Other,Healthy,0.37190977002707326,0.0861995475937722,3,Enterobacter cloacae
gcald,gcald,jandaei,Other,Healthy,0.365528889567039,,1,Aeromonas jandaei
Chorismate,chor,merdae,Other,Healthy,0.362212925078782,,1,merdae
Deoxyadenosine,dad_2,timidum,Other,Healthy,0.3613060022851755,,1,Mogibacterium timidum
mqn8,mqn8,buccae,Other,Healthy,0.35642415434667074,,1,Prevotella buccae
Galactose,gal,asburiae,Other,Healthy,0.3527904886945906,,1,Enterobacter asburiae
Glycerol,glyc,mutans,Other,Healthy,0.3467166895660704,0.46104028829198024,2,Streptococcus mutans
gcald,gcald,synergistica,Other,Healthy,0.3374404599831952,0.13440234083439967,5,Butyricimonas synergistica
gcald,gcald,virosa,Other,Healthy,0.33403412842952723,0.1339255207993619,67,Butyricimonas virosa
malttr,malttr,inulinivorans,Other,Healthy,0.3335870026209039,0.914332310393479,57,Roseburia inulinivorans
Formate,for,corrodens,Other,Healthy,0.3167295242622784,,1,Eikenella corrodens
malttr,malttr,dentium,Other,Healthy,0.3164935505438393,0.49720104724832076,3,Bifidobacterium dentium
Formate,for,ruminicola,Other,Healthy,0.3135627346355676,,1,ruminicola
gcald,gcald,oxytoca,Other,Healthy,0.3129853437411683,0.1795283837102511,5,Klebsiella oxytoca
Asparagine,asn_L,cloacae,Other,Healthy,0.311586753247842,,1,Enterobacter cloacae
malttr,malttr,eggerthii,Other,Healthy,0.30770148145994164,0.5150469124776782,14,Bacteroides eggerthii
L-Arabinose,arab_L,merdae,Other,Healthy,0.3065268844407176,0.9152386412961452,13,merdae
Maltose,malt,dentium,Other,Healthy,0.30498839142545364,0.4056800263295128,4,Bifidobacterium dentium
Succinate,succ,cylindroides,Other,Healthy,0.3045230165814922,0.3511922761801014,3,Faecalitalea cylindroides
Glucose,glc_D,longum,Other,Healthy,0.3006204836773968,0.40943625409949724,17,longum
Glycerol,glyc,gadei,Other,Healthy,0.29158814826583,,1,Dysgonomonas gadei
gcald,gcald,clarus,Other,Healthy,0.29053570323900413,0.17707455706824035,16,Bacteroides clarus
gcald,gcald,clara,Other,Healthy,0.2878271098547951,0.14993956775579625,94,Paraprevotella clara
gcald,gcald,bivia,Other,Healthy,0.2868112573342779,0.10944963683102735,25,Prevotella bivia
Glycerol,glyc,graevenitzii,Other,Healthy,0.2857834317113617,,1,Actinomyces graevenitzii
gcald,gcald,xylaniphila,Other,Healthy,0.28532500835862995,0.15763754270728925,65,Paraprevotella xylaniphila
Rhamnose,rmn,ovatus,Other,Healthy,0.28295164462946193,1.3050987213035057,59,Bacteroides ovatus
Methionine,met_L,medium,Amino Acid,Healthy,0.2824492998493399,,1,Treponema medium
gcald,gcald,pallens,Other,Healthy,0.28016337664926433,0.039868135632168435,3,pallens
Glucose,glc_D,butyricum,Other,Healthy,0.2789126167426872,,1,Clostridium butyricum
Galactose,gal,thetaiotaomicron,Other,Healthy,0.27241314857721843,1.5341609195570034,51,Bacteroides thetaiotaomicron
gcald,gcald,faecis,Other,Healthy,0.2705952720012571,0.1320351331714293,112,faecis
Histidine,his_L,prausnitzii,Other,Healthy,0.2690130392322761,0.12402468104548119,2,Faecalibacterium prausnitzii
GABA,4abut,medium,Other,Healthy,0.2656706035386782,0.21930633454875123,3,Treponema medium
Glycerol,glyc,stomatis,Other,Healthy,0.26176802408204153,0.2801347108350753,2,stomatis
Glycerol,glyc,oleiciplenus,Other,Healthy,0.2616369755977696,0.2111179751715879,22,Bacteroides oleiciplenus
Succinate,succ,excrementihominis,Other,Healthy,0.2593001627458994,0.529294840842341,5,Parasutterella excrementihominis
Maltose,malt,uniformis,Other,Healthy,0.25341685430521993,1.5187457840314122,78,Bacteroides uniformis
4-Hydroxybenzoate,4hbz,medium,Other,Healthy,0.2519236971042692,0.38859065854501984,7,Treponema medium
Glucuronate,glcur,cellulosilyticus,Other,Healthy,0.25081627703931375,0.31627872958358166,7,Bacteroides cellulosilyticus
Xylose,xyl_D,gadei,Other,Healthy,0.2473343855535859,,1,Dysgonomonas gadei
Adenosine,adn,intestinihominis,Other,Healthy,0.2456736543958847,0.7234838256553637,20,intestinihominis
gcald,gcald,paraputrificum,Other,Healthy,0.2389483290682921,0.2765992675756274,5,Clostridium paraputrificum
Formate,for,elsdenii,Other,Healthy,0.23841136516721986,0.3673841657865797,8,Megasphaera elsdenii
Lysine,lys_L,funiformis,Amino Acid,Healthy,0.23610713803157568,,1,Megamonas funiformis
gcald,gcald,disiens,Other,Healthy,0.23470301863823756,0.12384373365368163,16,Prevotella disiens
Glycerol,glyc,evryensis,Other,Healthy,0.22917584275671432,,1,Cloacibacillus evryensis
Formate,for,atypica,Other,Healthy,0.22784114259254884,0.1792016687006702,6,Veillonella atypica
gcald,gcald,hadrus,Other,Healthy,0.2275329947759384,0.28399785320479776,23,Anaerostipes hadrus
Succinate,succ,aphrophilus,Other,Healthy,0.22645518690921998,,1,Aggregatibacter aphrophilus
4hphac,4hphac,medium,Other,Healthy,0.22241618711104222,0.30316951063789893,9,Treponema medium
kestopt,kestopt,thetaiotaomicron,Other,Healthy,0.22104523118587238,0.4323764496651885,4,Bacteroides thetaiotaomicron
Melibiose,melib,ramosum,Other,Healthy,0.22084821302590857,,1,ramosum
2ddglcn,2ddglcn,ascorbata,Other,Healthy,0.2180107577933727,,1,Kluyvera ascorbata
Formate,for,pullicaecorum,Other,Healthy,0.21435509998127447,0.10733188668776872,9,Butyricicoccus pullicaecorum
Succinate,succ,pilosicoli,Other,Healthy,0.21268905434847019,,1,Brachyspira pilosicoli
Glycerol,glyc,bryantii,Other,Healthy,0.20978957722712263,0.27308042028255186,2,Prevotella bryantii
gcald,gcald,buccae,Other,Healthy,0.2034375542247186,0.06634328438269624,2,Prevotella buccae
Xylose,xyl_D,uniformis,Other,Healthy,0.20320178598544136,0.9955954774020701,81,Bacteroides uniformis
Urea,urea,oxytoca,Other,Healthy,0.19479652692011168,,1,Klebsiella oxytoca
Glycerol,glyc,forsythia,Other,Healthy,0.19402278152041125,,1,Tannerella forsythia
Formate,for,dentocariosa,Other,Healthy,0.19359370567671882,0.14757637434854387,3,Rothia dentocariosa
Proline,pro_L,formatexigens,Amino Acid,Healthy,0.1931646634350194,,1,Marvinbryantia formatexigens
Galacturonate,galur,cellulosilyticus,Other,Healthy,0.1927552841953631,0.21979980166355984,7,Bacteroides cellulosilyticus
gcald,gcald,dentium,Other,Healthy,0.1903236131407842,0.05726736968796251,39,Bifidobacterium dentium
Glycerol,glyc,plautii,Other,Healthy,0.19024683103018178,0.17203969008699563,37,Flavonifractor plautii
selni,selni,medium,Other,Healthy,0.18987110251104883,0.11656113867433784,7,Treponema medium
gcald,gcald,intermedia,Other,Healthy,0.18830146459701202,,1,intermedia
gcald,gcald,oleiciplenus,Other,Healthy,0.18818959032040422,0.10954096496675958,82,Bacteroides oleiciplenus
