met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full
ppi,ppi,stercorea,Other,Early_CRC,6.496417271550613,,1,Prevotella stercorea
Leucine,leu_L,multacida,Amino Acid,Early_CRC,6.495632486439044,0.26482985756265753,2,Mitsuokella multacida
Succinate,succ,breve,Other,Early_CRC,6.404846051818314,3.2840325186118102,6,Bifidobacterium breve
Glycine,gly,funiformis,Amino Acid,Early_CRC,6.391984931622627,7.206600259453778,2,Megamonas funiformis
Maltose,malt,pseudocatenulatum,Other,Early_CRC,6.389100443832755,8.283208994700187,3,Bifidobacterium pseudocatenulatum
Adenine,ade,piscolens,Other,Early_CRC,6.277450882355993,,1,Pyramidobacter piscolens
Arginine,arg_L,wadsworthia,Polyamine,Early_CRC,6.248465804074785,0.5366900671339231,2,Bilophila wadsworthia
malttr,malttr,pseudocatenulatum,Other,Early_CRC,6.234767055298097,8.398397151617345,3,Bifidobacterium pseudocatenulatum
Glucose,glc_D,mutans,Other,Early_CRC,6.186688997263758,,1,Streptococcus mutans
Galactose,gal,fragilis,Other,Early_CRC,6.18288127310821,12.267129928190416,10,fragilis
Malate,mal_L,intestini,Other,Early_CRC,6.1537118725225195,,1,intestini
Cytidine,cytd,scardovii,Other,Early_CRC,6.130236993458244,,1,Bifidobacterium scardovii
Propionate,ppa,inulinivorans,SCFA,Early_CRC,6.102415868392537,,1,Roseburia inulinivorans
Ornithine,orn,merdae,Polyamine,Early_CRC,6.100973422378042,5.48772532213052,4,merdae
Arginine,arg_L,merdae,Polyamine,Early_CRC,6.09480238785914,3.996186131938056,4,merdae
Proline,pro_L,capillosus,Amino Acid,Early_CRC,5.948841375663935,,1,Pseudoflavonifractor capillosus
Threonine,thr_L,spiroforme,Amino Acid,Early_CRC,5.882352942570115,,1,Erysipelatoclostridium spiroforme
Fumarate,fum,pilosicoli,Other,Early_CRC,5.870419929218737,,1,Brachyspira pilosicoli
Galactose,gal,salyersiae,Other,Early_CRC,5.8522298531171755,5.008139878645114,4,Bacteroides salyersiae
Adenosine,adn,thetaiotaomicron,Other,Early_CRC,5.841068075998789,9.427037829892162,4,Bacteroides thetaiotaomicron
Deoxyadenosine,dad_2,bryantii,Other,Early_CRC,5.763050044953299,,1,Prevotella bryantii
Glutamate,glu_L,oleiciplenus,Amino Acid,Early_CRC,5.753724145612752,,1,Bacteroides oleiciplenus
Glucose,glc_D,thetaiotaomicron,Other,Early_CRC,5.752991896813901,14.420533307458332,36,Bacteroides thetaiotaomicron
Formate,for,goldsteinii,Other,Early_CRC,5.61303218427757,18.38287592435618,22,Parabacteroides goldsteinii
Succinate,succ,dentium,Other,Early_CRC,5.578502387731419,,1,Bifidobacterium dentium
Deoxycytidine,dcyt,cellulosilyticus,Other,Early_CRC,5.530034814633865,,1,Bacteroides cellulosilyticus
Inosine,ins,freundii,Other,Early_CRC,5.49217955327775,,1,Citrobacter freundii
Cytidine,cytd,putredinis,Other,Early_CRC,5.475410297106557,,1,Alistipes putredinis
Galactose,gal,breve,Other,Early_CRC,5.439690700258517,,1,Bifidobacterium breve
Nicotinate,nac,salyersiae,Other,Early_CRC,5.410963325269506,9.892125849049542,6,Bacteroides salyersiae
Formate,for,xylaniphila,Other,Early_CRC,5.389847014212924,11.825635311958994,5,Paraprevotella xylaniphila
Leucine,leu_L,funiformis,Amino Acid,Early_CRC,5.378272356933149,4.361400514019125,4,Megamonas funiformis
Pyridoxine,pydxn,merdae,Other,Early_CRC,5.363741772026239,10.275047032419817,14,merdae
Lactate,lac_L,subtilis,Other,Early_CRC,5.338679646787114,,1,Bacillus subtilis
Uridine,uri,merdae,Other,Early_CRC,5.2496084505887515,3.2400223928722394,2,merdae
Formate,for,atypica,Other,Early_CRC,5.228076130512873,11.302987319278083,5,Veillonella atypica
Lysine,lys_L,muciniphila,Amino Acid,Early_CRC,5.211459487291008,6.4771312766313045,4,Akkermansia muciniphila
Butyrate,but,elsdenii,SCFA,Early_CRC,5.178915759536192,6.08686018726648,2,Megasphaera elsdenii
Tetradecanoate,ttdca,ovatus,Other,Early_CRC,5.1596041498742125,5.308892134836134,7,Bacteroides ovatus
strch2,strch2,distasonis,Other,Early_CRC,5.1487410567430585,8.232388252065975,9,Parabacteroides distasonis
Deoxyadenosine,dad_2,longum,Other,Early_CRC,5.12266992995602,10.922482008415022,17,longum
Deoxyadenosine,dad_2,vestibularis,Other,Early_CRC,5.120877487703081,,1,Streptococcus vestibularis
strch2,strch2,thetaiotaomicron,Other,Early_CRC,5.10838322993221,7.562859847555357,4,Bacteroides thetaiotaomicron
D-Lactate,lac_D,intestini,Other,Early_CRC,4.958784103959999,,1,intestini
lmn2,lmn2,cellulosilyticus,Other,Early_CRC,4.957488009037974,5.183436464790643,2,Bacteroides cellulosilyticus
7-Dehydrocholesterol,7dhcdchol,albertii,Other,Early_CRC,4.940862653007518,,1,Escherichia albertii
Oxalate,oxa,longum,Other,Early_CRC,4.858129633804516,4.6171630413483875,2,longum
so3,so3,rohdei,Other,Early_CRC,4.840282199935632,,1,Yersinia rohdei
Phenylalanine,phe_L,intestinihominis,Other,Early_CRC,4.72687890245991,3.3690706459583133,2,intestinihominis
Cytidine,cytd,adolescentis,Other,Early_CRC,4.725055488827318,4.0129044144198796,6,Bifidobacterium adolescentis
Butyrate,but,cylindroides,SCFA,Early_CRC,4.64014550925134,,1,Faecalitalea cylindroides
Histidine,his_L,ramosum,Other,Early_CRC,4.593687315068933,,1,ramosum
Thymidine,thymd,distasonis,Other,Early_CRC,4.577373987346745,8.746404183112697,8,Parabacteroides distasonis
CO2,co2,garvieae,Other,Early_CRC,4.546208085189278,,1,Lactococcus garvieae
Succinate,succ,medium,Other,Early_CRC,4.502602805271179,,1,Treponema medium
Serine,ser_L,wadsworthia,Other,Early_CRC,4.50231481482183,,1,Bilophila wadsworthia
Xylose,xyl_D,fragilis,Other,Early_CRC,4.481833174733758,4.562249695240212,8,fragilis
Xylose,xyl_D,eggerthii,Other,Early_CRC,4.472444774505584,9.81066668827768,5,Bacteroides eggerthii
D-Lactate,lac_D,fluxus,Other,Early_CRC,4.423589349493821,1.1873292232245451,2,Bacteroides fluxus
Deoxyguanosine,dgsn,lutetiensis,Other,Early_CRC,4.370183461512902,,1,Streptococcus lutetiensis
Ammonium,nh4,medium,Other,Early_CRC,4.329063320495231,,1,Treponema medium
strch2,strch2,gasseri,Other,Early_CRC,4.316285059262629,,1,Lactobacillus gasseri
Thymidine,thymd,stercorea,Other,Early_CRC,4.285956659276423,,1,Prevotella stercorea
Formate,for,buccae,Other,Early_CRC,4.246934753873879,,1,Prevotella buccae
Galactose,gal,prausnitzii,Other,Early_CRC,4.132594179038565,5.430882183815537,4,Faecalibacterium prausnitzii
Xylose,xyl_D,cellulosilyticus,Other,Early_CRC,4.076829485181732,6.218393587669962,12,Bacteroides cellulosilyticus
Nicotinate,nac,multacida,Other,Early_CRC,3.956098337284792,,1,Mitsuokella multacida
Phosphate,pi,multacida,Other,Early_CRC,3.9560983372845366,,1,Mitsuokella multacida
strch2,strch2,multacida,Other,Early_CRC,3.9403150402124663,4.248480546586839,2,Mitsuokella multacida
Adenosine,adn,uniformis,Other,Early_CRC,3.737502134333948,3.1952178549091443,2,Bacteroides uniformis
Tetradecanoate,ttdca,xylanisolvens,Other,Early_CRC,3.6992984869248375,3.367254402282995,6,Bacteroides xylanisolvens
Aspartate,asp_L,clara,Amino Acid,Early_CRC,3.6810575985307383,,1,Paraprevotella clara
Acetaldehyde,acald,filiformis,Other,Early_CRC,3.6691674103112746,,1,Holdemania filiformis
Succinate,succ,celatum,Other,Early_CRC,3.6494228970771054,5.064789557145565,2,Clostridium celatum
Guanosine,gsn,youngae,Other,Early_CRC,3.6159218457456364,,1,Citrobacter youngae
Ammonium,nh4,buccae,Other,Early_CRC,3.4756615627718466,,1,Prevotella buccae
7ocholate,7ocholate,albertii,Other,Early_CRC,3.4668998180169717,,1,Escherichia albertii
Lysine,lys_L,ovatus,Amino Acid,Early_CRC,3.4645342121887803,2.3862982228626484,4,Bacteroides ovatus
malttr,malttr,fragilis,Other,Early_CRC,3.3629933306997373,3.3787049750645335,9,fragilis
Cysteine,cys_L,bartlettii,Other,Early_CRC,3.336777551078734,,1,Intestinibacter bartlettii
Tetradecanoate,ttdca,merdae,Other,Early_CRC,3.2296857284231684,2.0412906110504814,6,merdae
Nicotinate,nac,gelidum,Other,Early_CRC,3.2275682541067856,,1,Leuconostoc gelidum
Guanosine,gsn,uniformis,Other,Early_CRC,3.2226086202351945,1.0409723948826801,3,Bacteroides uniformis
Deoxyadenosine,dad_2,uniformis,Other,Early_CRC,3.2226086202351882,1.04097239488268,3,Bacteroides uniformis
Cysteine,cys_L,excrementihominis,Other,Early_CRC,3.213846457768453,,1,Parasutterella excrementihominis
Inosine,ins,fluxus,Other,Early_CRC,3.2017988118863276,1.6864217367913643,13,Bacteroides fluxus
Tetradecanoate,ttdca,uniformis,Other,Early_CRC,3.194216378774027,6.8567310625455296,16,Bacteroides uniformis
Inosine,ins,clarus,Other,Early_CRC,3.1831599872739478,1.3976881289177165,19,Bacteroides clarus
L-Arabinose,arab_L,cellulosilyticus,Other,Early_CRC,3.18152360378441,6.947853062851646,15,Bacteroides cellulosilyticus
Ammonium,nh4,formicigenerans,Other,Early_CRC,3.113679882716645,,1,Dorea formicigenerans
Thymidine,thymd,bivia,Other,Early_CRC,3.109340777424154,,1,Prevotella bivia
Lysine,lys_L,uniformis,Amino Acid,Early_CRC,3.094833510549012,2.787372548445837,7,Bacteroides uniformis
R-Acetoin,actn_R,multacida,Other,Early_CRC,3.091759856350911,2.4900465988207596,2,Mitsuokella multacida
Cytidine,cytd,splanchnicus,Other,Early_CRC,3.0646816200827516,,1,Odoribacter splanchnicus
Adenosine,adn,fragilis,Other,Early_CRC,3.060755776692852,1.2578936681172428,15,fragilis
Hydrogen,h2,medium,Other,Early_CRC,3.004735780919292,3.215293497985154,32,Treponema medium
Acetaldehyde,acald,albensis,Other,Early_CRC,2.9942579780080174,3.6468467690837763,2,Prevotella albensis
Formate,for,splanchnicus,Other,Early_CRC,2.9524308463410214,11.834936093481991,30,Odoribacter splanchnicus
Ornithine,orn,intestini,Polyamine,Early_CRC,2.9413816504253645,1.4862778605780622,2,intestini
strch2,strch2,butyricum,Other,Early_CRC,2.9400964821120112,,1,Clostridium butyricum
Propionate,ppa,medium,SCFA,Early_CRC,2.9365923544515327,2.8660537259837087,41,Treponema medium
Inosine,ins,regensburgei,Other,Early_CRC,2.917504337605028,,1,Yokenella regensburgei
Ammonium,nh4,pamelaeae,Other,Early_CRC,2.88134759233498,,1,Gordonibacter pamelaeae
Nicotinate,nac,pamelaeae,Other,Early_CRC,2.88134759233498,,1,Gordonibacter pamelaeae
xtsn,xtsn,pamelaeae,Other,Early_CRC,2.88134759233498,,1,Gordonibacter pamelaeae
Cysteine,cys_L,thetaiotaomicron,Other,Early_CRC,2.7867565661956433,1.5091837751052806,29,Bacteroides thetaiotaomicron
Glycerol,glyc,distasonis,Other,Early_CRC,2.758944881664396,9.601496994052289,27,Parabacteroides distasonis
Inosine,ins,xylaniphila,Other,Early_CRC,2.7477820693126924,1.2435384771603464,13,Paraprevotella xylaniphila
Tyrosine,tyr_L,funiformis,Other,Early_CRC,2.7444685165204015,2.231335927909736,9,Megamonas funiformis
Hydrogen Sulfide,h2s,medium,Other,Early_CRC,2.7213001112815696,0.6868812822765746,49,Treponema medium
L-Arabinose,arab_L,fragilis,Other,Early_CRC,2.6890999048279447,2.7373498171178436,8,fragilis
Glucose,glc_D,hypermegale,Other,Early_CRC,2.645464297252237,1.6067883959092086,3,Megamonas hypermegale
Glycine,gly,bartlettii,Amino Acid,Early_CRC,2.598013833189638,,1,Intestinibacter bartlettii
Glycerol,glyc,albertii,Other,Early_CRC,2.5689533042816026,4.1097402579335,3,Escherichia albertii
12ppd_S,12ppd_S,merdae,Other,Early_CRC,2.5637040006517764,1.8327579942467482,3,merdae
Thymidine,thymd,longum,Other,Early_CRC,2.5504081195626145,1.1407503721785597,15,longum
Inosine,ins,clara,Other,Early_CRC,2.504980487065727,1.1599735336984927,25,Paraprevotella clara
Glycine,gly,excrementihominis,Amino Acid,Early_CRC,2.4953875103671996,,1,Parasutterella excrementihominis
malttr,malttr,cellulosilyticus,Other,Early_CRC,2.484064627627921,2.9576018077025585,3,Bacteroides cellulosilyticus
Inosine,ins,nordii,Other,Early_CRC,2.433383488113427,1.2167935565489976,5,Bacteroides nordii
Deoxyguanosine,dgsn,invisus,Other,Early_CRC,2.39462650191094,,1,Dialister invisus
Acetaldehyde,acald,bryantii,Other,Early_CRC,2.3910161077523595,0.05618202553095475,2,Prevotella bryantii
Xylose,xyl_D,xylanisolvens,Other,Early_CRC,2.364150754881553,3.4514608428877858,31,Bacteroides xylanisolvens
mqn8,mqn8,xylaniphila,Other,Early_CRC,2.325625949854726,1.5202313858109013,5,Paraprevotella xylaniphila
mqn8,mqn8,faecis,Other,Early_CRC,2.3104824548897165,1.0883591433668394,6,faecis
Glucose,glc_D,ovatus,Other,Early_CRC,2.2985296490595872,6.884819965398085,46,Bacteroides ovatus
Guanosine,gsn,hormaechei,Other,Early_CRC,2.274631864703351,,1,Enterobacter hormaechei
mqn8,mqn8,laneus,Other,Early_CRC,2.27431026455624,,1,Odoribacter laneus
Deoxyadenosine,dad_2,pallens,Other,Early_CRC,2.2372561659706878,,1,pallens
Deoxyadenosine,dad_2,distasonis,Other,Early_CRC,2.223673448935983,0.9572325098627702,40,Parabacteroides distasonis
Methionine,met_L,formicigenerans,Amino Acid,Early_CRC,2.2143753398116512,,1,Dorea formicigenerans
Lactate,lac_L,mutans,Other,Early_CRC,2.1739130434810505,,1,Streptococcus mutans
Inosine,ins,xylanisolvens,Other,Early_CRC,2.160266476985953,,1,Bacteroides xylanisolvens
Xylose,xyl_D,adolescentis,Other,Early_CRC,2.149717971879994,3.3987305246784056,3,Bifidobacterium adolescentis
Xanthine,xan,medium,Other,Early_CRC,2.140376599076252,2.156571236279229,17,Treponema medium
Histidine,his_L,pseudocatenulatum,Other,Early_CRC,2.127962746850737,,1,Bifidobacterium pseudocatenulatum
Succinate,succ,stomatis,Other,Early_CRC,2.096307495798123,,1,stomatis
Phenylacetate,pac,medium,Other,Early_CRC,2.086928634761451,0.3162897022072483,50,Treponema medium
Galacturonate,galur,ovatus,Other,Early_CRC,2.034106237599283,4.394771834526399,47,Bacteroides ovatus
Ammonium,nh4,elsdenii,Other,Early_CRC,2.015941394923611,,1,Megasphaera elsdenii
Glucose,glc_D,adolescentis,Other,Early_CRC,1.9987065095364953,4.508474266251659,24,Bifidobacterium adolescentis
Isoleucine,ile_L,funiformis,Amino Acid,Early_CRC,1.9979794512720446,,1,Megamonas funiformis
Galactose,gal,goldsteinii,Other,Early_CRC,1.9867070457493898,1.3571536679252758,3,Parabacteroides goldsteinii
mqn8,mqn8,fluxus,Other,Early_CRC,1.9803902552731525,0.8608317234553672,7,Bacteroides fluxus
Valine,val_L,jalaludinii,Other,Early_CRC,1.961144000491032,,1,Mitsuokella jalaludinii
mqn8,mqn8,clara,Other,Early_CRC,1.946398780193141,,1,Paraprevotella clara
Inosine,ins,medium,Other,Early_CRC,1.9340065863376883,1.0307725804861427,32,Treponema medium
Uracil,ura,medium,Other,Early_CRC,1.9295506385071206,1.0564867071531105,46,Treponema medium
12ppd_S,12ppd_S,adolescentis,Other,Early_CRC,1.917997775868206,,1,Bifidobacterium adolescentis
Isoleucine,ile_L,elsdenii,Amino Acid,Early_CRC,1.8987116257082857,,1,Megasphaera elsdenii
Deoxyadenosine,dad_2,cellulosilyticus,Other,Early_CRC,1.8582552703418371,,1,Bacteroides cellulosilyticus
Inosine,ins,thetaiotaomicron,Other,Early_CRC,1.8286526454764926,2.591390355416792,3,Bacteroides thetaiotaomicron
Nicotinate,nac,medium,Other,Early_CRC,1.808326452495296,0.2632814865278555,50,Treponema medium
levantttr,levantttr,cellulosilyticus,Other,Early_CRC,1.7774334706234782,2.545237863852709,10,Bacteroides cellulosilyticus
Inosine,ins,onderdonkii,Other,Early_CRC,1.7667876917480945,1.0695784269834376,16,Alistipes onderdonkii
Propionate,ppa,virosa,SCFA,Early_CRC,1.7617221448016678,,1,Butyricimonas virosa
Inosine,ins,oleiciplenus,Other,Early_CRC,1.7424303766674196,1.1557914584277829,16,Bacteroides oleiciplenus
Galactose,gal,longum,Other,Early_CRC,1.7375749288373554,2.823288644884661,11,longum
Stearate,ocdca,medium,Other,Early_CRC,1.6674351869856068,0.6503596509972277,44,Treponema medium
Thymidine,thymd,eggerthii,Other,Early_CRC,1.6519105231732638,0.2983582210295828,2,Bacteroides eggerthii
Formate,for,synergistica,Other,Early_CRC,1.6518588115440362,,1,Butyricimonas synergistica
Maltose,malt,thetaiotaomicron,Other,Early_CRC,1.6452462970679447,3.375753559527666,27,Bacteroides thetaiotaomicron
Alanine,ala_L,virosa,Amino Acid,Early_CRC,1.5877094883749123,,1,Butyricimonas virosa
Deoxyadenosine,dad_2,buccae,Other,Early_CRC,1.5671365847194316,,1,Prevotella buccae
meoh,meoh,cellulosilyticus,Other,Early_CRC,1.5625998937529488,0.06819158486845743,2,Bacteroides cellulosilyticus
tmao,tmao,wadsworthia,Other,Early_CRC,1.552618984580725,,1,Bilophila wadsworthia
Deoxyadenosine,dad_2,splanchnicus,Other,Early_CRC,1.5509315046519596,1.4899239579845989,30,Odoribacter splanchnicus
mqn8,mqn8,buccae,Other,Early_CRC,1.5055791540506531,,1,Prevotella buccae
Valine,val_L,lutetiensis,Other,Early_CRC,1.4904894600059606,,1,Streptococcus lutetiensis
csn,csn,catenulatum,Other,Early_CRC,1.4785047601226453,,1,Bifidobacterium catenulatum
Threonine,thr_L,distasonis,Amino Acid,Early_CRC,1.4767038206928191,1.7625413255766984,2,Parabacteroides distasonis
Glucose,glc_D,uniformis,Other,Early_CRC,1.454806839278821,6.253764192468486,43,Bacteroides uniformis
Glucose,glc_D,ramosum,Other,Early_CRC,1.450887875923837,2.6953281547814356,5,ramosum
Mannose,man,ovatus,Other,Early_CRC,1.4471295270637405,4.257885308096942,18,Bacteroides ovatus
Thymidine,thymd,thetaiotaomicron,Other,Early_CRC,1.4434001627939033,1.0092817650347163,2,Bacteroides thetaiotaomicron
Cytidine,cytd,thetaiotaomicron,Other,Early_CRC,1.377995272258293,,1,Bacteroides thetaiotaomicron
Glycerol,glyc,clarus,Other,Early_CRC,1.358501756965612,0.6317446425197216,42,Bacteroides clarus
Formate,for,freundii,Other,Early_CRC,1.3465156408789238,,1,Citrobacter freundii
Lactate,lac_L,dentocariosa,Other,Early_CRC,1.338411186538667,,1,Rothia dentocariosa
Galacturonate,galur,prausnitzii,Other,Early_CRC,1.3314781563635592,0.763789448117027,6,Faecalibacterium prausnitzii
Deoxyadenosine,dad_2,albensis,Other,Early_CRC,1.3255793532970286,,1,Prevotella albensis
Hypoxanthine,hxan,medium,Other,Early_CRC,1.302758271048363,1.168215503270887,37,Treponema medium
Cysteine,cys_L,funiformis,Other,Early_CRC,1.2961490188607963,,1,Megamonas funiformis
L-Arabinose,arab_L,adolescentis,Other,Early_CRC,1.2898307831279965,2.039238314807043,3,Bifidobacterium adolescentis
Cysteine,cys_L,multacida,Other,Early_CRC,1.2747828268028525,,1,Mitsuokella multacida
CO2,co2,gasseri,Other,Early_CRC,1.273938445314343,,1,Lactobacillus gasseri
Guanine,gua,medium,Other,Early_CRC,1.2734624038138969,0.8639523263309282,40,Treponema medium
Formate,for,aeruginosa,Other,Early_CRC,1.2651411417689928,,1,Pseudomonas aeruginosa
Tetradecanoate,ttdca,distasonis,Other,Early_CRC,1.237625199088323,1.5410037629891447,4,Parabacteroides distasonis
Maltose,malt,eggerthii,Other,Early_CRC,1.2326562080237062,1.9586919895979646,9,Bacteroides eggerthii
mqn8,mqn8,mutans,Other,Early_CRC,1.2196389670011163,0.7726108915455705,2,Streptococcus mutans
xtsn,xtsn,medium,Other,Early_CRC,1.2150809625042573,1.3893387280620375,16,Treponema medium
GABA,4abut,intestinihominis,Other,Early_CRC,1.2123837418685528,,1,intestinihominis
Succinate,succ,durum,Other,Early_CRC,1.2103226020703304,,1,Corynebacterium durum
malttr,malttr,adolescentis,Other,Early_CRC,1.2088273095414501,2.034530476234312,26,Bifidobacterium adolescentis
Inosine,ins,salyersiae,Other,Early_CRC,1.1954685412601638,1.427795495697516,4,Bacteroides salyersiae
Galactose,gal,cellulosilyticus,Other,Early_CRC,1.1930085630249279,2.178094746133205,16,Bacteroides cellulosilyticus
malttr,malttr,breve,Other,Early_CRC,1.1894935237982907,1.3326234539821367,2,Bifidobacterium breve
Maltose,malt,breve,Other,Early_CRC,1.186968059857918,1.32979410487107,2,Bifidobacterium breve
Fumarate,fum,piscolens,Other,Early_CRC,1.1814171579543284,,1,Pyramidobacter piscolens
Ornithine,orn,durum,Polyamine,Early_CRC,1.1746419305182634,,1,Corynebacterium durum
Guanine,gua,bryantii,Other,Early_CRC,1.1694356527299021,,1,Prevotella bryantii
Ornithine,orn,striatum,Polyamine,Early_CRC,1.1573849475336644,,1,Corynebacterium striatum
Inosine,ins,faecis,Other,Early_CRC,1.1540116126996165,0.9523795571767683,9,faecis
Hydrogen Sulfide,h2s,ovatus,Other,Early_CRC,1.1399770612768625,,1,Bacteroides ovatus
malttr,malttr,eggerthii,Other,Early_CRC,1.0961217708243594,2.0976859086208988,10,Bacteroides eggerthii
Ammonium,nh4,gasseri,Other,Early_CRC,1.0959024935345156,,1,Lactobacillus gasseri
Glycerol,glyc,clara,Other,Early_CRC,1.0761563810432135,0.4534234346681589,35,Paraprevotella clara
Galactose,gal,ovatus,Other,Early_CRC,1.0754059103729705,3.611772589571862,42,Bacteroides ovatus
Glycerol,glyc,xylaniphila,Other,Early_CRC,1.0588505771369519,0.48443818885116763,23,Paraprevotella xylaniphila
Formate,for,distasonis,Other,Early_CRC,1.0561541082333314,4.493658623134799,39,Parabacteroides distasonis
Adenine,ade,medium,Other,Early_CRC,1.0482449257171276,0.7089092323554104,14,Treponema medium
Histidine,his_L,atypica,Other,Early_CRC,1.0475136979908304,,1,Veillonella atypica
Succinate,succ,xylaniphila,Other,Early_CRC,1.0277743581400645,2.867531307193956,20,Paraprevotella xylaniphila
Fructose,fru,thetaiotaomicron,Other,Early_CRC,1.0220387888564808,0.7624336853801481,8,Bacteroides thetaiotaomicron
Formate,for,graminisolvens,Other,Early_CRC,1.0152819314422448,,1,Bacteroides graminisolvens
Glycerol,glyc,hormaechei,Other,Early_CRC,1.0100770735744267,,1,Enterobacter hormaechei
Glycerol,glyc,asburiae,Other,Early_CRC,0.9975222235451673,,1,Enterobacter asburiae
Maltose,malt,cellulosilyticus,Other,Early_CRC,0.9963922682456902,2.326915958647725,6,Bacteroides cellulosilyticus
Acetate,ac,gelidum,SCFA,Early_CRC,0.9885907350726613,,1,Leuconostoc gelidum
Glycine,gly,spiroforme,Amino Acid,Early_CRC,0.9770144871853924,,1,Erysipelatoclostridium spiroforme
csn,csn,medium,Other,Early_CRC,0.9668966876478851,0.12997074375420445,3,Treponema medium
Glycerol,glyc,cloacae,Other,Early_CRC,0.9507416181559514,,1,Enterobacter cloacae
Glycerol,glyc,virosa,Other,Early_CRC,0.9295993232937607,0.1895572201747036,8,Butyricimonas virosa
Glycerol,glyc,fluxus,Other,Early_CRC,0.9103339373928644,0.5276903287293928,12,Bacteroides fluxus
Inosine,ins,buccae,Other,Early_CRC,0.8880612452917734,1.0929364189253234,2,Prevotella buccae
mqn8,mqn8,nordii,Other,Early_CRC,0.8767304077650941,0.8853516775109548,4,Bacteroides nordii
Glucose,glc_D,eutactus,Other,Early_CRC,0.8738091577386768,,1,Coprococcus eutactus
Urea,urea,uniformis,Other,Early_CRC,0.8334056223115051,1.2752870377903107,3,Bacteroides uniformis
meoh,meoh,ovatus,Other,Early_CRC,0.8098038284193129,2.0642728273679722,13,Bacteroides ovatus
Proton,h,copri,Other,Early_CRC,0.8034299983386126,,1,Prevotella copri
Maltose,malt,adolescentis,Other,Early_CRC,0.7958978491033297,1.2827183431511713,26,Bifidobacterium adolescentis
Ethanol,etoh,gasseri,Other,Early_CRC,0.7708824454470355,,1,Lactobacillus gasseri
Valine,val_L,buccae,Other,Early_CRC,0.7614997544858577,,1,Prevotella buccae
Propionate,ppa,cloacae,SCFA,Early_CRC,0.7538046410217163,0.2840339266001004,2,Enterobacter cloacae
Glycerol,glyc,salyersiae,Other,Early_CRC,0.7406673930380778,0.8414179988447592,2,Bacteroides salyersiae
Stearate,ocdca,uniformis,Other,Early_CRC,0.6821865424118729,,1,Bacteroides uniformis
Valine,val_L,elsdenii,Other,Early_CRC,0.6687963623355699,,1,Megasphaera elsdenii
meoh,meoh,prausnitzii,Other,Early_CRC,0.6657390781817796,0.3818947240585135,6,Faecalibacterium prausnitzii
Xylose,xyl_D,ovatus,Other,Early_CRC,0.6583933058487764,1.9128666171277506,35,Bacteroides ovatus
bhb,bhb,albertii,Other,Early_CRC,0.6547689764448319,,1,Escherichia albertii
L-Arabinose,arab_L,ovatus,Other,Early_CRC,0.6402100539225911,1.3288140498712866,35,Bacteroides ovatus
GABA,4abut,uniformis,Other,Early_CRC,0.6343249544349473,,1,Bacteroides uniformis
Glycerol,glyc,nordii,Other,Early_CRC,0.6218270592625144,0.40617134534649374,5,Bacteroides nordii
levantttr,levantttr,thetaiotaomicron,Other,Early_CRC,0.6201804652867793,,1,Bacteroides thetaiotaomicron
Galacturonate,galur,thetaiotaomicron,Other,Early_CRC,0.5964879332386653,0.7676628042290041,36,Bacteroides thetaiotaomicron
Acetate,ac,funiformis,SCFA,Early_CRC,0.5938365649417929,,1,Megamonas funiformis
Thymidine,thymd,medium,Other,Early_CRC,0.5920829047876931,0.5297803263678761,36,Treponema medium
Cysteine,cys_L,medium,Other,Early_CRC,0.591816511684344,0.3900838697955518,3,Treponema medium
Formate,for,parvula,Other,Early_CRC,0.5868249525206651,,1,parvula
Propionate,ppa,asburiae,SCFA,Early_CRC,0.5801704667933159,,1,Enterobacter asburiae
Deoxycytidine,dcyt,medium,Other,Early_CRC,0.5790479714390337,,1,Treponema medium
Uridine,uri,medium,Other,Early_CRC,0.5762686464807129,0.4568448705743274,18,Treponema medium
Succinate,succ,elsdenii,Other,Early_CRC,0.5760727419201889,0.7855691581929186,5,Megasphaera elsdenii
malttr,malttr,inulinivorans,Other,Early_CRC,0.5633530153983687,1.0710667063082953,16,Roseburia inulinivorans
Deoxyadenosine,dad_2,aeruginosa,Other,Early_CRC,0.5622849518973307,,1,Pseudomonas aeruginosa
gcald,gcald,synergistica,Other,Early_CRC,0.5506196038480121,,1,Butyricimonas synergistica
Glutamine,gln_L,pallens,Amino Acid,Early_CRC,0.5502366567853083,,1,pallens
Tetrahydrofolate,thf,medium,Other,Early_CRC,0.5306671935402181,0.4548135328982006,21,Treponema medium
gcald,gcald,oxytoca,Other,Early_CRC,0.5266506852904483,0.028919709885405025,2,Klebsiella oxytoca
ppi,ppi,medium,Other,Early_CRC,0.5260914559632877,,1,Treponema medium
Cysteine,cys_L,muciniphila,Other,Early_CRC,0.5198795622563906,,1,Akkermansia muciniphila
Glycine,gly,muciniphila,Amino Acid,Early_CRC,0.5198795622563906,,1,Akkermansia muciniphila
Succinate,succ,gelidum,Other,Early_CRC,0.5090323000663276,,1,Leuconostoc gelidum
Glycerol,glyc,faecis,Other,Early_CRC,0.49472527445323916,0.2904594217698869,7,faecis
isobut,isobut,medium,Other,Early_CRC,0.47945048148800873,,1,Treponema medium
Glycerol,glyc,oleiciplenus,Other,Early_CRC,0.4687859041367747,0.17013134214445294,9,Bacteroides oleiciplenus
