Feature,MeanGroup1,MeanGroup2,Log2FC,Statistic,PValue,CliffsD,QValue,Significant
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B,-0.41761190373300383,-0.8308999749357951,-0.9925119781908744,1122.0,0.7509716447355823,0.03888888888888897,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii,1.2871043072079382,1.264228805251269,0.025871382669099302,1052.0,0.8334352865455752,-0.025925925925925908,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,1.1617236132973874,0.8413895421499259,0.46542108495433726,1241.0,0.2196819877653603,0.14907407407407414,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375,-0.54880843633757,-0.4368569340617038,0.329141769005781,1056.0,0.8573810341497554,-0.022222222222222254,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp905215855,-0.17781698769109844,-0.3217358061439198,-0.8554833453865476,1148.0,0.6057249255219442,0.06296296296296289,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A,0.048061922124750946,-0.21313611410771055,,1218.0,0.29303415975088487,0.12777777777777777,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis,-0.31909099516154094,-0.11546355205659228,1.466530383315412,947.0,0.31093941458300645,-0.12314814814814812,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum,0.0864519358850338,-0.3863735803733591,,1223.0,0.2758344165194593,0.1324074074074073,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556395,-0.4998440279669567,-0.35100680665801054,0.5099789773721684,1057.0,0.863388943688625,-0.021296296296296258,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous,-0.2504515623663193,-0.16679712707649746,0.5864371717968887,1005.0,0.5688705132673253,-0.06944444444444442,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,0.3540320500446,0.07649422780477788,2.2104571776065467,1190.0,0.40238606823765044,0.10185185185185186,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis,-0.3000555175530399,-0.2230850877192765,0.4276353803480819,970.0,0.40238606823765044,-0.10185185185185186,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002300055,-0.6386939080947437,-0.5452458650279073,0.22821776612893616,1135.0,0.6768452457255053,0.05092592592592582,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095,2.5110611446005726,2.433371076482852,0.04534081823743309,1056.0,0.8573810341497554,-0.022222222222222254,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635,-0.9266275652464144,-0.7940156548194424,0.22282214838161593,858.0,0.0902932512739874,-0.2055555555555556,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis,1.0133912552242061,1.2169786040390889,-0.2641125192266434,968.0,0.39384687448674194,-0.10370370370370374,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis,1.042853868899999,0.7936810293556696,0.39390578510813384,1251.0,0.19228606516089464,0.15833333333333344,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola,-0.6956557159055288,-0.851474610503027,-0.2915900274595163,964.0,0.37710090129243223,-0.1074074074074074,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_E,-0.6241663661215568,-0.7922563656850545,-0.3440367284131379,1054.0,0.8453903064234387,-0.024074074074074026,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus,0.9601461188903088,1.1230238498912541,-0.2260626840802625,1030.0,0.7050324847157727,-0.04629629629629628,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775,0.5065874025380103,0.6466078590449703,-0.35207984084750193,991.0,0.49854782446570767,-0.08240740740740737,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasipneumoniae,-0.6763804942883964,-0.9458353113324668,-0.48375394832874835,1037.0,0.745176816000533,-0.03981481481481486,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides luhongzhouii,0.8458222293542093,0.9814427704025697,-0.2145496672732319,977.0,0.4331357069741649,-0.09537037037037033,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar,-0.24060567300709632,0.09686969219176049,,937.0,0.2758344165194593,-0.13240740740740742,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002440225,-0.614295394059104,-0.43572900716320395,0.49550140729817194,1073.0,0.9603560834940994,-0.0064814814814815325,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella ornithinolytica,-0.9454635388258565,-0.8885293788002269,0.08960234361423859,953.0,0.33335926265565985,-0.11759259259259258,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,-0.5183446500040085,-0.6586946948435147,-0.34569825844189095,1071.0,0.9481731048515156,-0.008333333333333304,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546575,-0.6081605545417226,-0.5702008999604191,0.09298192951343047,1014.0,0.6164478235130606,-0.061111111111111116,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae_B,1.0776900651659769,1.2040622960876926,-0.15996770607904556,995.0,0.5181578364025273,-0.07870370370370372,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus,-0.3210232635481705,-0.36992426525424305,-0.20455208877080652,1146.0,0.6164478235130606,0.061111111111111116,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436035,-0.629491692279174,-0.36496529041259207,0.7864280735281879,1062.0,0.8935402898587461,-0.01666666666666672,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter laneus,0.25822387007154446,0.103360035785325,1.3209438932683246,1160.0,0.5432195121752912,0.07407407407407418,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055,-0.41950690397371926,-0.6387278530849564,-0.6065068099794737,990.0,0.49370771392234647,-0.08333333333333337,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus intestinavium,-0.6861651898938133,-0.8261870511155264,-0.26791251110838976,1142.0,0.638139087028825,0.05740740740740735,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp003545565,1.2530990305976162,1.25519376365907,-0.0024096562482527465,1073.0,0.9603560834940994,-0.0064814814814815325,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235,-0.6694767623517991,-0.6351235593425899,0.07599669370240343,1095.0,0.9117081183083631,0.01388888888888884,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900557355,2.0854567161318567,2.205293651704517,-0.0806074051871369,975.0,0.42421418184519744,-0.09722222222222221,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,-0.4525122736279314,-0.5458592901127319,-0.27057218236126246,1058.0,0.8694047635360842,-0.020370370370370372,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis,-0.5307141520479023,-0.48062631796477645,0.14301937105080592,1001.0,0.5483033178395779,-0.07314814814814818,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625,-0.48874991666040907,-0.34191194342750836,0.5154716376845616,990.0,0.49370771392234647,-0.08333333333333337,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,1.6561792484010094,1.9352182658328694,-0.22463746728736217,1040.0,0.7626032373538998,-0.03703703703703709,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985,0.42335820716834655,0.16968899842386725,1.3189858241614496,1283.0,0.1214884410479736,0.1879629629629629,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385,-0.6438857240908548,-0.5878843597269315,0.1312722671830212,941.0,0.28953785988946346,-0.12870370370370365,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885,0.26283446266774807,0.2802075917360206,-0.09234159036004173,1062.0,0.8935402898587461,-0.01666666666666672,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003480725,0.18889368268276893,0.33570935424918674,-0.829638283334851,1008.0,0.5845338937513712,-0.06666666666666665,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,0.1886128365043428,-0.032651172023515196,,1092.0,0.9299222199654255,0.011111111111111072,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas paravirosa,0.11171465131729638,-0.160253145848047,,1271.0,0.1451743819488707,0.17685185185185182,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900765705,1.056379871005098,0.9202620307890129,0.199012106230669,1133.0,0.6880685751927261,0.04907407407407405,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A,0.25854631335694445,0.17143685916807744,0.592745408840268,993.0,0.508303233401951,-0.0805555555555556,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus,0.45954810452316686,0.8146885339339505,-0.8260327157762255,904.0,0.17956939550836826,-0.16296296296296298,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp905215595,0.2809395782997315,0.3195847738999594,-0.18593879171179156,1055.0,0.8513813753838573,-0.02314814814814814,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatacola_A;s__Scatacola_A faecigallinarum,-1.0072830261242225,-0.8176690653628512,0.30088014297887744,961.0,0.36483415790048845,-0.11018518518518516,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A,0.31278472979431904,0.36423958766310216,-0.2197176494665826,1036.0,0.7393963716647489,-0.040740740740740744,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp902362375,0.7919703540618737,0.9291191577142479,-0.23041720455456513,1006.0,0.5740693164383501,-0.06851851851851853,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp905215045,-0.04492105265462764,-0.01528595667336008,1.5551848953776,1071.0,0.9481731048515156,-0.008333333333333304,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925,-0.45275904875258605,-0.6426621411424882,-0.5053170117552577,1252.0,0.18969116307233003,0.1592592592592592,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris,-0.20911419338945383,-0.009753948045942096,4.422160902490954,983.0,0.460542436764096,-0.08981481481481479,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp003436425,-0.669653841908084,-0.2802082269404485,1.2569162152238462,872.0,0.11255972522965367,-0.19259259259259254,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955,-0.24224349877233123,-0.20071403696391857,0.27131643254328436,1049.0,0.8155755674111097,-0.028703703703703676,0.979955187238877,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis,-0.13494358027427134,-0.1706374220055021,-0.33857773038574757,1065.0,0.9117081183083631,-0.01388888888888884,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp003480315,0.04856824130030378,-0.13099739916374425,,1240.0,0.22256838835332426,0.14814814814814814,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara,-0.38386097029084604,-0.584142993909679,-0.6057376944053233,1072.0,0.9542632583264176,-0.007407407407407418,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa,0.009482269015729494,-0.014652538684303185,,1134.0,0.6824481320276747,0.050000000000000044,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I,0.11864230896086676,0.23235199228051834,-0.9696934343294873,1067.0,0.9238462957453292,-0.012037037037037068,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A,-0.23616037276843382,-0.2925593827824229,-0.3089625844928686,1100.0,0.8814587654873262,0.0185185185185186,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445,-0.6506881778524295,-0.5659941838791955,0.20117911404363353,1028.0,0.6937063005362003,-0.04814814814814816,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066055,0.4421765035966248,0.2827143967514023,0.6452770131463016,1170.0,0.49370771392234647,0.08333333333333326,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315,-0.31181188426055934,-0.5527085385320385,-0.8258429851115073,1179.0,0.45130070414401313,0.09166666666666656,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635,-0.5291916607691247,-0.6377243171817226,-0.2691425667755406,1021.0,0.6546146602462979,-0.054629629629629584,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus,0.2170985368512797,0.3194234668207976,-0.5571203028629751,1027.0,0.6880685751927261,-0.04907407407407405,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis,0.4257439456595404,0.265110159832225,0.6833940540831879,1173.0,0.47933956996332283,0.08611111111111103,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695,0.08655890675845422,-0.05026902112038818,,1170.0,0.49370771392234647,0.08333333333333326,0.979955187238877,False
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans,-0.8131846859141357,-0.851147771636817,-0.0658265802488531,950.0,0.3220220088769824,-0.12037037037037035,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii,0.22324016446824632,0.2512626483043633,-0.17059960745678848,1018.0,0.638139087028825,-0.05740740740740746,0.979955187238877,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium,-0.4771771891487405,-0.5542742685452213,-0.21607495552745692,999.0,0.5381592867767028,-0.07499999999999996,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus,0.7637899282468363,0.7020442369057303,0.12161395603499241,1127.0,0.7221443474095833,0.04351851851851851,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B sp900544395,-0.17717420135082418,-0.4043549128875374,-1.1904535948692967,1178.0,0.4559083970315664,0.09074074074074079,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375 sp900066615,-0.1445722843088383,-0.2890489066216,-0.9995226132763068,1096.0,0.9056465673373869,0.014814814814814836,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135,-0.6428201581028922,-0.8479775073935911,-0.39961082687498095,1182.0,0.43763686892452014,0.09444444444444455,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp003478275,-0.573791774158198,-0.4237922996169453,0.43716991204360905,1032.0,0.7164244304373589,-0.0444444444444444,0.979955187238877,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-266;s__CAG-266 sp000436095,-0.9618733697854502,-0.7181488307547054,0.42156411401643606,881.0,0.1290226072718949,-0.18425925925925923,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp900549885,-0.24678418607392844,-0.20648032684954637,0.25724561942083723,1042.0,0.7742886898371262,-0.03518518518518521,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp001660175,-0.6696257678786929,-0.848393774240817,-0.3413789887139178,1068.0,0.9299222199654255,-0.011111111111111072,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555,-0.8469882314706496,-0.7250230811792754,0.22431499991809817,961.0,0.36483415790048845,-0.11018518518518516,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900758465,0.21501531284252964,-0.005545523010217801,,1247.0,0.20292674536331023,0.15462962962962967,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,-0.6726409365470082,-0.8296643414566027,-0.3026911981061442,1047.0,0.8037214899639916,-0.030555555555555558,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715,-0.5076208182454641,-0.2046016151867946,1.3109337035734316,961.0,0.36483415790048845,-0.11018518518518516,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552515,-0.6995961142498188,-0.7890538887193939,-0.17360155684919926,1089.0,0.9481731048515156,0.008333333333333304,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003471165,0.7638649518927451,0.5805132779980458,0.39598853230919223,1101.0,0.87542815185372,0.019444444444444375,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900539195,-0.48900582994276337,-0.7714727697433739,-0.6577635706416746,1135.0,0.6768452457255053,0.05092592592592582,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp001917175,-0.46990814192205543,-1.0267964964431742,-1.127699608442837,1072.0,0.9542632583264176,-0.007407407407407418,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops_A,-0.485230879682063,-0.6031148590419833,-0.31376141434369753,1024.0,0.671260188062474,-0.051851851851851816,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii,-0.6696499306162496,-0.8199186305149955,-0.292073639970598,1052.0,0.8334352865455752,-0.025925925925925908,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405,0.2298128296398395,-0.06818315480947819,,1177.0,0.460542436764096,0.08981481481481479,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga silvisoli,-0.4552281424144074,-0.41159402888127844,0.14536769573842803,1069.0,0.936002231687768,-0.010185185185185186,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915,-0.7440872731850157,-0.5006270696825549,0.5717355415850912,1044.0,0.786025505860684,-0.033333333333333326,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,-0.35442800584110645,-0.16653793254865693,1.089641787163887,866.0,0.10253730367299513,-0.19814814814814818,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola faecipullorum,-0.8580200451558434,-0.8069505945838934,0.08853100508197065,932.0,0.2593365204045426,-0.13703703703703707,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115,-0.7880345928695542,-0.664353779036422,0.24630725759858113,872.0,0.11255972522965367,-0.19259259259259254,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp900066395,-0.39606578548682747,-0.3228612803114832,0.29482564448027493,948.0,0.3146053129175418,-0.12222222222222223,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii,1.5022533196199501,1.4022306286791382,0.0994044570439334,1091.0,0.936002231687768,0.010185185185185075,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus,0.11043373435485043,0.15212642296995424,-0.4620898158065972,1066.0,0.9177748113457302,-0.012962962962962954,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia faecicola,0.11468713009943048,-0.08606758181639351,,1167.0,0.508303233401951,0.08055555555555549,0.979955187238877,False
