met_name,met_base,taxon,pathway,mean_flux,std_flux,n_samples,taxon_full
Ammonium,nh4,denticola,Other,58.52547074626935,,1,Prevotella denticola
Galactose,gal,eutactus,Other,58.503245093117826,1.7643453107778428,2,Coprococcus eutactus
Glutamine,gln_L,nordii,Amino Acid,58.46261316999467,28.041577972936917,40,Bacteroides nordii
Lysine,lys_L,formicigenerans,Amino Acid,58.39510586120777,33.415381302958984,32,Dorea formicigenerans
Succinate,succ,salyersiae,Other,58.3950373575315,32.21372247811327,25,Bacteroides salyersiae
Water,h2o,dentium,Other,58.39104848457411,14.573565226746153,3,Bifidobacterium dentium
Fructose,fru,uniformis,Other,58.37954377695225,25.359663164682075,113,Bacteroides uniformis
Glycine,gly,jandaei,Amino Acid,58.351264701421684,,1,Aeromonas jandaei
Proton,h,constellatus,Other,58.33333333333337,,1,Streptococcus constellatus
isochol,isochol,pamelaeae,Other,58.30422197277341,6.111262403970623,3,Gordonibacter pamelaeae
Uridine,uri,goldsteinii,Other,58.257306354244264,33.913747558221736,16,Parabacteroides goldsteinii
Ammonium,nh4,clara,Other,58.1827953911047,23.77708747901194,37,Paraprevotella clara
D-Alanine,ala_D,albertii,Other,58.15342806528116,32.96838657456916,3,Escherichia albertii
Ammonium,nh4,endodontalis,Other,58.13027266507822,32.13984818447297,3,Porphyromonas endodontalis
Proline,pro_L,aeruginosa,Amino Acid,58.09814180004655,48.73231279720042,5,Pseudomonas aeruginosa
Alanine,ala_L,faecis,Amino Acid,58.083636607884,18.858702112235946,11,Blautia_A faecis
Leucine,leu_L,aeruginosa,Amino Acid,58.06536766032582,26.67492681602673,5,Pseudomonas aeruginosa
Proton,h,laneus,Other,58.02651293921878,21.322334578724746,7,Odoribacter laneus
Phosphate,pi,albertii,Other,57.976472004903435,25.061416183297403,7,Escherichia albertii
Proton,h,faecis,Other,57.950332405344696,31.102906006428764,11,Blautia_A faecis
Deoxycytidine,dcyt,clara,Other,57.88925701914035,36.90706588085241,28,Paraprevotella clara
Adenosine,adn,bartlettii,Other,57.87807400734488,38.816332041773535,5,Intestinibacter bartlettii
Proton,h,filiformis,Other,57.850610257506396,25.069815129699112,18,Holdemania filiformis
Acetate,ac,invisus,SCFA,57.81703220042204,30.72284236811582,9,Dialister invisus
Acetate,ac,salivae,SCFA,57.803539565864604,37.606717876770446,6,Prevotella salivae
Phosphate,pi,clarus,Other,57.755813606055575,22.585498088688507,72,Bacteroides clarus
Acetate,ac,buccae,SCFA,57.748622540828194,28.16286063336331,8,Prevotella buccae
Glycerol,glyc,freundii,Other,57.7148427194897,31.50023706477327,4,Citrobacter freundii
Xanthine,xan,bifidum,Other,57.70025374915647,12.892349593775524,3,Bifidobacterium bifidum
Deoxyadenosine,dad_2,onderdonkii,Other,57.689015132102206,41.11995142224677,56,Alistipes onderdonkii
Glycine,gly,marcescens,Amino Acid,57.688974650012355,,1,Serratia marcescens
Glucose,glc_D,nigrescens,Other,57.68691460647799,47.496175615940544,3,Prevotella nigrescens
Uracil,ura,atypica,Other,57.668553213510314,33.58459226654551,16,Veillonella atypica
Hydrogen,h2,salyersiae,Other,57.64334387966963,32.318380720988905,9,Bacteroides salyersiae
Adenosine,adn,goldsteinii,Other,57.60993853483113,34.888726053202774,5,Parabacteroides goldsteinii
Water,h2o,lutetiensis,Other,57.593425190229745,46.845303465532126,3,Streptococcus lutetiensis
Lactate,lac_L,bifidum,Other,57.566491955665086,38.94980544858962,2,Bifidobacterium bifidum
Glutamine,gln_L,asburiae,Amino Acid,57.525358759063636,22.500807755343285,2,Enterobacter asburiae
Glutamine,gln_L,bartlettii,Amino Acid,57.509250220802755,27.263624507293876,10,Intestinibacter bartlettii
Trimethylamine,tma,cancerogenus,Other,57.47404624941447,,1,Enterobacter cancerogenus
Leucine,leu_L,formigenes,Amino Acid,57.432432432432506,,1,Oxalobacter formigenes
Guanosine,gsn,disiens,Other,57.41971402269036,34.331809026886646,3,Prevotella disiens
Phenylalanine,phe_L,distasonis,Other,57.41487224339564,31.00187717711991,92,Parabacteroides distasonis
Glutamate,glu_L,constellatus,Amino Acid,57.40887134088381,57.61817841125839,2,Streptococcus constellatus
CO2,co2,ascorbata,Other,57.30367933477731,,1,Kluyvera ascorbata
Formate,for,bifidum,Other,57.27468177626374,33.50875109207272,3,Bifidobacterium bifidum
Deoxyadenosine,dad_2,ascorbata,Other,57.27337561344665,40.79982675628151,2,Kluyvera ascorbata
Fumarate,fum,wadsworthia,Other,57.259940915440254,37.22447505005537,10,Bilophila wadsworthia
D-Lactate,lac_D,laneus,Other,57.25455166110903,28.058881450565558,7,Odoribacter laneus
Cholate,cholate,xylanisolvens,Bile Acid,57.21554483164044,29.32783647088163,27,Bacteroides xylanisolvens
Hydrogen Sulfide,h2s,fergusonii,Other,57.14972411572424,41.47869420636408,8,Escherichia fergusonii
Water,h2o,saccharogumia,Other,57.14285714287166,,1,Erysipelatoclostridium saccharogumia
Threonine,thr_L,wadsworthia,Amino Acid,57.14285714285177,,1,Bilophila wadsworthia
Phosphate,pi,clara,Other,57.1262902975916,20.103021939071933,41,Paraprevotella clara
Succinate,succ,fluxus,Other,57.119801162328315,30.927908362284818,47,Bacteroides fluxus
D-Lactate,lac_D,atypica,Other,57.111146388918755,28.174598748664835,9,Veillonella atypica
Adenine,ade,invisus,Other,57.00934579439263,,1,Dialister invisus
D-Lactate,lac_D,cellulosilyticus,Other,56.945476473437665,29.98480314107199,17,Bacteroides cellulosilyticus
Water,h2o,thermophilus,Other,56.89971723375969,23.33151176564738,9,Streptococcus thermophilus
Proline,pro_L,equolifaciens,Amino Acid,56.89001397953569,32.371753263377755,7,Slackia_A equolifaciens
D-Lactate,lac_D,filiformis,Other,56.85158226802884,23.081265405075857,22,Holdemania filiformis
Glycine,gly,goldsteinii,Amino Acid,56.822248511159046,28.148931362608106,30,Parabacteroides goldsteinii
Alpha-Ketoglutarate,akg,salivae,Other,56.7976490332087,39.16067807783983,6,Prevotella salivae
Cysteine,cys_L,tanakaei,Other,56.77284179187351,59.61489024754633,2,Collinsella tanakaei
Ammonium,nh4,pamelaeae,Other,56.74488362014681,25.93969727744129,10,Gordonibacter pamelaeae
Ammonium,nh4,bartlettii,Other,56.73856794138233,27.28894540114001,9,Intestinibacter bartlettii
Water,h2o,pseudocatenulatum,Other,56.73265248167945,,1,Bifidobacterium pseudocatenulatum
C02528,C02528,filiformis,Other,56.717881670416325,36.755934011814816,2,Holdemania filiformis
Water,h2o,ovatus,Other,56.692522880968866,28.371095798964923,21,Bacteroides ovatus
Glycine,gly,veronii,Amino Acid,56.684212889624256,,1,Aeromonas veronii
Serine,ser_L,bartlettii,Other,56.6740610339636,35.51940535546694,6,Intestinibacter bartlettii
Glutamine,gln_L,faecis,Amino Acid,56.64249590711985,32.960182823712934,42,Blautia_A faecis
Uridine,uri,adiacens,Other,56.633258046303524,23.193595121410304,4,Granulicatella adiacens
Ammonium,nh4,hippei,Other,56.61904148112967,,1,Succinatimonas hippei
Phosphate,pi,goldsteinii,Other,56.613633195835526,35.47758737879317,27,Parabacteroides goldsteinii
CO2,co2,pallens,Other,56.57072518378958,35.795774264939816,2,Prevotella pallens
Guanosine,gsn,uenonis,Other,56.56589576746598,59.43112395219526,2,Porphyromonas uenonis
Alanine,ala_L,muciniphila,Amino Acid,56.53829938093626,21.94942098454216,4,Akkermansia muciniphila
CO2,co2,kashiwanohense,Other,56.53302127372358,29.908023426989857,7,Bifidobacterium kashiwanohense
Propionate,ppa,fergusonii,SCFA,56.49047781457507,33.029482483173624,10,Escherichia fergusonii
Butyrate,but,splanchnicus,SCFA,56.44949440863231,30.238718012539216,45,Odoribacter splanchnicus
Acetaldehyde,acald,jalaludinii,Other,56.39164274862486,48.660884225635755,2,Mitsuokella jalaludinii
Aspartate,asp_L,faecis,Amino Acid,56.37919181885769,26.886248753294538,21,Blautia_A faecis
Acetate,ac,fluxus,SCFA,56.37662101055935,28.1581846039812,22,Bacteroides fluxus
Water,h2o,hansenii,Other,56.375930408855936,30.718973395467472,2,Blautia hansenii
CO2,co2,excrementihominis,Other,56.35827373439652,20.090821140764454,10,Parasutterella excrementihominis
CO2,co2,anaerobius,Other,56.35492253587893,14.420881092448987,3,Peptostreptococcus anaerobius
Acetaldehyde,acald,bifidum,Other,56.32531938994318,0.36789323553514985,2,Bifidobacterium bifidum
Butyrate,but,forsythia,SCFA,56.30763818756576,,1,Tannerella forsythia
Lactate,lac_L,hadrus,Other,56.250614410876345,23.631360288006203,10,Anaerostipes hadrus
Alpha-Ketoglutarate,akg,atypica,Other,56.22735953529522,27.277733996865344,13,Veillonella atypica
Adenosine,adn,merdae,Other,56.219977273227066,24.687924261078624,56,Parabacteroides merdae
Phosphate,pi,parvirubra,Other,56.15138726749042,42.79153158376939,4,Sutterella parvirubra
CO2,co2,thermophilus,Other,56.14802424244652,17.841389705484563,18,Streptococcus thermophilus
CO2,co2,adolescentis,Other,56.12854794845197,27.042630485193424,42,Bifidobacterium adolescentis
Acetate,ac,nordii,SCFA,56.09848842813466,28.592861330514584,19,Bacteroides nordii
Ammonium,nh4,intestinihominis,Other,56.08313225817532,33.806506723529026,13,Barnesiella intestinihominis
Acetate,ac,mitsuokai,SCFA,56.019418552643174,25.47728414098825,4,Catenibacterium mitsuokai
Water,h2o,oleiciplenus,Other,55.92978879282482,25.810767242272377,7,Bacteroides oleiciplenus
CO2,co2,parasanguinis,Other,55.92811779436442,,1,Streptococcus parasanguinis
Glutamine,gln_L,oleiciplenus,Amino Acid,55.9263268904766,30.610611083701393,30,Bacteroides oleiciplenus
Glutamate,glu_L,plautii,Amino Acid,55.892018390317595,29.87942990110514,25,Flavonifractor plautii
Acetate,ac,cylindroides,SCFA,55.889081504687084,21.031271255429118,4,Faecalitalea cylindroides
Nicotinamide,ncam,forsythia,Other,55.88676592197234,,1,Tannerella forsythia
Phenylalanine,phe_L,piger,Other,55.871290675191716,17.65788496538162,3,Desulfovibrio piger
Proton,h,salyersiae,Other,55.85614430884347,35.447425612224364,4,Bacteroides salyersiae
Lysine,lys_L,elsdenii,Amino Acid,55.83571318648676,37.61509904594551,20,Megasphaera elsdenii
CO2,co2,tanakaei,Other,55.829240573251326,35.83223927720719,4,Collinsella tanakaei
Aspartate,asp_L,formicigenerans,Amino Acid,55.80165754986915,29.25275707806487,13,Dorea formicigenerans
Asparagine,asn_L,longum,Other,55.79499333035301,6.923716558806821,3,Bifidobacterium longum
Hydrogen Sulfide,h2s,agalactiae,Other,55.773551767725316,60.81273408518257,2,Streptococcus agalactiae
Glutamine,gln_L,salyersiae,Amino Acid,55.76276984380168,32.660750733770854,22,Bacteroides salyersiae
Lysine,lys_L,oleiciplenus,Amino Acid,55.7222601564618,28.01779791319911,4,Bacteroides oleiciplenus
Ethanol,etoh,filiformis,Other,55.70242205630557,34.34449038923303,11,Holdemania filiformis
Guanine,gua,australis,Other,55.69352861454295,42.62808310336581,4,Streptococcus australis
Aspartate,asp_L,vitulina,Amino Acid,55.674415819275055,,1,Kandleria vitulina
Phosphate,pi,eggerthii,Other,55.651972059092216,32.56895870983444,16,Bacteroides eggerthii
Alanine,ala_L,ovatus,Amino Acid,55.64495275488774,31.14686915061086,7,Bacteroides ovatus
Cysteine,cys_L,intermedia,Other,55.60900068590127,37.305927752911316,6,Kluyvera intermedia
Phosphate,pi,atypica,Other,55.604617598909144,32.79429419236739,13,Veillonella atypica
Hydrogen,h2,cellulosilyticus,Other,55.5863866085045,55.43027851502133,2,Bacteroides cellulosilyticus
Succinate,succ,intestinihominis,Other,55.561407546018586,38.938169196330996,30,Barnesiella intestinihominis
Uridine,uri,elegans,Other,55.55555555555554,,1,Granulicatella elegans
Pyruvate,pyr,desulfuricans,Other,55.54701494048718,,1,Desulfovibrio desulfuricans
Serine,ser_L,intermedia,Other,55.543852304779705,33.75382202272357,4,Kluyvera intermedia
Water,h2o,clara,Other,55.52602958677291,22.798887709859493,17,Paraprevotella clara
Proton,h,gasseri,Other,55.4943643024149,54.91065659219657,2,Lactobacillus gasseri
Acetate,ac,salyersiae,SCFA,55.487349504485195,29.726096703797936,19,Bacteroides salyersiae
Tetradecanoate,ttdca,breve,Other,55.47124096795032,,1,Bifidobacterium breve
7-Dehydrocholesterol,7dhcdchol,angulatum,Other,55.437151583852724,,1,Bifidobacterium angulatum
Water,h2o,splanchnicus,Other,55.43548440170891,28.941305371618846,39,Odoribacter splanchnicus
Mannitol,mnl,xylanisolvens,Other,55.43345582197531,29.349557473856215,63,Bacteroides xylanisolvens
Inosine,ins,ascorbata,Other,55.3907192502737,15.667854111257338,2,Kluyvera ascorbata
Uridine,uri,parvirubra,Other,55.353134969148186,29.908538638007496,6,Sutterella parvirubra
Ammonium,nh4,splanchnicus,Other,55.35100342009433,28.779426777541715,46,Odoribacter splanchnicus
Serine,ser_L,denticola,Other,55.34695492337714,32.18899791428864,4,Prevotella denticola
CO2,co2,inulinivorans,Other,55.328084954081945,30.653347309302422,43,Roseburia inulinivorans
Ammonium,nh4,breve,Other,55.325420930817586,4.5202626607943275,6,Bifidobacterium breve
Ammonium,nh4,stomatis,Other,55.30960920593188,35.03398600912085,4,Peptostreptococcus stomatis
Proton,h,atypica,Other,55.30504186779255,10.258344219659136,4,Veillonella atypica
Deoxyadenosine,dad_2,tannerae,Other,55.30086387005142,,1,Alloprevotella tannerae
Serine,ser_L,dentium,Other,55.29905299232611,23.014916746996526,4,Bifidobacterium dentium
gcald,gcald,desulfuricans,Other,55.292309870575686,,1,Desulfovibrio desulfuricans
CO2,co2,fluxus,Other,55.29119024068041,27.681880925652262,9,Bacteroides fluxus
Acetate,ac,clara,SCFA,55.2758402814296,27.775286464654354,53,Paraprevotella clara
CO2,co2,sakazakii,Other,55.22750273242454,,1,Cronobacter sakazakii
Phosphate,pi,butyricum,Other,55.20668223765671,,1,Clostridium butyricum
Lactate,lac_L,atypica,Other,55.19453138452481,24.85480397435628,7,Veillonella atypica
Deoxycytidine,dcyt,vestibularis,Other,55.18765550302124,23.071013578152783,12,Streptococcus vestibularis
Glycine,gly,pilosicoli,Amino Acid,55.1082564347074,16.92498749122086,2,Brachyspira pilosicoli
Acetaldehyde,acald,clarus,Other,55.091831767700604,56.72356083041118,2,Bacteroides clarus
Glycine,gly,fragilis,Amino Acid,55.084690723029105,40.38241704924516,61,Bacteroides fragilis
Cholate,cholate,ramosum,Bile Acid,55.066853893252365,26.581046834463862,12,Erysipelatoclostridium ramosum
Acetate,ac,anginosus,SCFA,55.04790054774577,38.66360524982566,4,Streptococcus anginosus
Arginine,arg_L,oleiciplenus,Polyamine,55.04100164380323,34.10839186839003,11,Bacteroides oleiciplenus
Proton,h,thermophilus,Other,54.9583137582093,23.82933772705294,3,Streptococcus thermophilus
Glutamate,glu_L,invisus,Amino Acid,54.93019503688134,34.69906604103733,11,Dialister invisus
xtsn,xtsn,cloacae,Other,54.92392642422948,51.40158222464741,2,Enterobacter cloacae
CO2,co2,invisus,Other,54.92191572534116,44.21858846252725,15,Dialister invisus
Glutamate,glu_L,tannerae,Amino Acid,54.90196078447002,,1,Alloprevotella tannerae
Lysine,lys_L,intestinihominis,Amino Acid,54.858041196713536,48.258594253884915,6,Barnesiella intestinihominis
2obut,2obut,virosa,Other,54.82541353728571,36.70051861749994,8,Butyricimonas virosa
Glutamine,gln_L,clarus,Amino Acid,54.82096318802777,27.59233822990818,45,Bacteroides clarus
Uridine,uri,melaninogenica,Other,54.82087657527208,60.13587415484807,2,Prevotella melaninogenica
Glutamine,gln_L,ascorbata,Amino Acid,54.79490915734345,46.93947501405485,2,Kluyvera ascorbata
mqn8,mqn8,virosa,Other,54.74824333748098,36.70352435707691,8,Butyricimonas virosa
12ppd_S,12ppd_S,longum,Other,54.73845658662752,28.354573894807903,21,Bifidobacterium longum
Lysine,lys_L,clarus,Amino Acid,54.715864126051486,20.49276043619297,25,Bacteroides clarus
Alanine,ala_L,adolescentis,Amino Acid,54.70789320099457,26.417712625465178,19,Bifidobacterium adolescentis
Ornithine,orn,nucleatum,Polyamine,54.69478739742302,49.359193484953124,2,Fusobacterium nucleatum
Water,h2o,garvieae,Other,54.69211112749479,,1,Lactococcus garvieae
Uridine,uri,vestibularis,Other,54.6907335011082,30.326481795480017,9,Streptococcus vestibularis
Adenine,ade,stomatis,Other,54.65778924521038,23.30160009738023,7,Peptostreptococcus stomatis
mqn8,mqn8,butyricum,Other,54.6253842734357,,1,Clostridium butyricum
Hydrogen,h2,fragilis,Other,54.624841257711815,,1,Bacteroides fragilis
Ammonium,nh4,intestini,Other,54.617888119224936,32.621994137850606,4,Murimonas intestini
Lactate,lac_L,succinatiphilus,Other,54.6131046847526,,1,Dialister succinatiphilus
Glutamine,gln_L,disiens,Amino Acid,54.5814999493671,35.76248645656893,9,Prevotella disiens
Uridine,uri,synergistica,Other,54.580288170686686,,1,Butyricimonas synergistica
Ammonium,nh4,clarus,Other,54.55673332828536,29.909556331189957,27,Bacteroides clarus
Glycerol-3-Phosphate,glyc3p,eggerthii,Other,54.53915651327832,30.76826828757386,44,Bacteroides eggerthii
Acetaldehyde,acald,clara,Other,54.532335845354226,27.083445987921298,9,Paraprevotella clara
Glutamate,glu_L,anginosus,Amino Acid,54.493607474205625,40.47191410881696,10,Streptococcus anginosus
Glycerol-3-Phosphate,glyc3p,morbillorum,Other,54.48780072123657,20.498646109260115,12,Gemella morbillorum
Aspartate,asp_L,tannerae,Amino Acid,54.43722943722946,17.8551750194756,3,Alloprevotella tannerae
D-Lactate,lac_D,thetaiotaomicron,Other,54.435105692470806,27.239464075646566,26,Bacteroides thetaiotaomicron
Acetate,ac,vestibularis,SCFA,54.380385887570455,33.49249966400441,15,Streptococcus vestibularis
Arginine,arg_L,plautii,Polyamine,54.36290692410911,34.1148499401441,42,Flavonifractor plautii
Aspartate,asp_L,clara,Amino Acid,54.35623633005696,25.300897295317256,2,Paraprevotella clara
Acetate,ac,stercorea,SCFA,54.35368756645984,37.66926001671591,34,Prevotella stercorea
Acetaldehyde,acald,piger,Other,54.34678933044358,,1,Desulfovibrio piger
Alpha-Ketoglutarate,akg,dentocariosa,Other,54.33660249245987,48.34591600195551,4,Rothia dentocariosa
Cytidine,cytd,kashiwanohense,Other,54.310041042428146,,1,Bifidobacterium kashiwanohense
Propionate,ppa,xylaniphila,SCFA,54.2978129617669,28.203099172906,6,Paraprevotella xylaniphila
Leucine,leu_L,parasanguinis,Amino Acid,54.28992240155484,27.171455055125463,3,Streptococcus parasanguinis
D-Alanine,ala_D,cloacae,Other,54.18513892276815,,1,Enterobacter cloacae
R-Acetoin,actn_R,anginosus,Other,54.11169496207217,21.898067465677894,5,Streptococcus anginosus
Valine,val_L,bifidum,Other,54.09922418796399,33.53172307616289,12,Bifidobacterium bifidum
Glutamate,glu_L,inulinivorans,Amino Acid,54.096896716147626,,1,Roseburia inulinivorans
Lactate,lac_L,wadsworthia,Other,54.09677304667128,24.54659109213516,22,Bilophila wadsworthia
D-Lactate,lac_D,ramosum,Other,54.09266605993,30.840362026085007,3,Erysipelatoclostridium ramosum
Proline,pro_L,bifidum,Amino Acid,54.05701249672403,28.077988707796994,4,Bifidobacterium bifidum
Glutamate,glu_L,oleiciplenus,Amino Acid,54.05525724823905,36.54631822358882,7,Bacteroides oleiciplenus
Proton,h,multacida,Other,53.970172934484026,,1,Mitsuokella multacida
Acetate,ac,corporis,SCFA,53.90262827691174,,1,Prevotella corporis
Succinate,succ,oleiciplenus,Other,53.81641402979091,29.614559433224716,17,Bacteroides oleiciplenus
Indole,indole,thetaiotaomicron,Other,53.807604034278306,36.86328835247025,35,Bacteroides thetaiotaomicron
Glutamate,glu_L,excrementihominis,Amino Acid,53.69603296791485,18.688343413839775,8,Parasutterella excrementihominis
Ammonium,nh4,funiformis,Other,53.69239990491589,24.414245998132575,10,Megamonas funiformis
Inosine,ins,splanchnicus,Other,53.68364650871547,34.42138344649251,33,Odoribacter splanchnicus
Acetaldehyde,acald,capillosus,Other,53.675039471171424,43.200495040609425,3,Pseudoflavonifractor capillosus
Adenine,ade,intermedia,Other,53.6638193608511,38.583693112796134,3,Kluyvera intermedia
Guanosine,gsn,nordii,Other,53.61390833892428,38.242220202253,10,Bacteroides nordii
gcald,gcald,cancerogenus,Other,53.61287736924014,15.137718065574,2,Enterobacter cancerogenus
CO2,co2,haemolysans,Other,53.567637323125204,45.462226139608994,2,Gemella haemolysans
Acetate,ac,morbillorum,SCFA,53.56340320391975,22.321978373451064,10,Gemella morbillorum
Tetradecanoate,ttdca,nucleatum,Other,53.55040436272035,63.40741125016253,2,Fusobacterium nucleatum
Cytidine,cytd,pullicaecorum,Other,53.538569080399796,17.997976400690984,2,Butyricicoccus pullicaecorum
Water,h2o,virosa,Other,53.50689994579101,4.454897589404474,3,Butyricimonas virosa
Phosphate,pi,fluxus,Other,53.50659274692278,24.41341844126414,68,Bacteroides fluxus
Ethanol,etoh,aphrophilus,Other,53.400906612352166,11.778322352783885,3,Aggregatibacter aphrophilus
Ornithine,orn,plautii,Polyamine,53.35550585363613,52.076493676278815,4,Flavonifractor plautii
Phenylacetate,pac,ovatus,Other,53.33261333830995,31.992101704681204,84,Bacteroides ovatus
Inosine,ins,tanakaei,Other,53.31816964782197,20.682595272270415,5,Collinsella tanakaei
Phenylacetate,pac,eggerthii,Other,53.31309326929695,20.601293508263137,96,Bacteroides eggerthii
Glycine,gly,filiformis,Amino Acid,53.2323232323241,53.28299583486415,2,Holdemania filiformis
Proline,pro_L,aphrophilus,Amino Acid,53.18625486620323,37.937675470544626,2,Aggregatibacter aphrophilus
Acetate,ac,oleiciplenus,SCFA,53.170862673098846,26.908343933195788,13,Bacteroides oleiciplenus
CO2,co2,plautii,Other,53.142014661636516,30.197832487131127,38,Flavonifractor plautii
Proline,pro_L,anaerobius,Amino Acid,53.11686926580982,,1,Peptostreptococcus anaerobius
Ammonium,nh4,anaerobius,Other,53.11686926580982,,1,Peptostreptococcus anaerobius
Proline,pro_L,ovatus,Amino Acid,53.1144022171838,26.479496654561498,6,Bacteroides ovatus
Hydrogen,h2,albertii,Other,53.111036552790495,,1,Escherichia albertii
Glycine,gly,plautii,Amino Acid,53.06489263812639,36.13649205871176,33,Flavonifractor plautii
Fructose,fru,catenulatum,Other,53.06210421987069,12.170847371825884,30,Bifidobacterium catenulatum
Alanine,ala_L,salyersiae,Amino Acid,53.03554788910096,23.51844141095957,12,Bacteroides salyersiae
Uracil,ura,prausnitzii,Other,52.950169831760256,28.49206354008887,21,Faecalibacterium prausnitzii
Guanine,gua,buccalis,Other,52.92590139475318,,1,Prevotella buccalis
Lactate,lac_L,pseudocatenulatum,Other,52.887531474322884,22.360618684616387,8,Bifidobacterium pseudocatenulatum
Water,h2o,distasonis,Other,52.87929710339763,25.428952177420566,33,Parabacteroides distasonis
Lysine,lys_L,parvirubra,Amino Acid,52.78494442672541,40.63065763047357,11,Sutterella parvirubra
Fructose,fru,prausnitzii,Other,52.779743307606765,27.067320357504094,30,Faecalibacterium prausnitzii
Water,h2o,anginosus,Other,52.77777777777777,3.928371006591922,2,Streptococcus anginosus
Ethanol,etoh,anginosus,Other,52.7724113128036,40.62291999005667,2,Streptococcus anginosus
Adenine,ade,desulfuricans,Other,52.737440051565656,,1,Desulfovibrio desulfuricans
Alpha-Ketoglutarate,akg,asburiae,Other,52.73207946701726,28.578696523471873,2,Enterobacter asburiae
Glutamine,gln_L,freundii,Amino Acid,52.69583010353512,30.666464826139624,4,Citrobacter freundii
Arginine,arg_L,faecis,Polyamine,52.6898248091065,31.461947865445985,25,Blautia_A faecis
csn,csn,constellatus,Other,52.66226963674346,34.069594163543,2,Streptococcus constellatus
Water,h2o,filiformis,Other,52.65333872764787,29.20837815744269,12,Holdemania filiformis
Glycine,gly,freundii,Amino Acid,52.65064586803851,7.336358420038603,7,Citrobacter freundii
Formate,for,hypermegale,Other,52.631636612422824,,1,Megamonas hypermegale
Aspartate,asp_L,multacida,Amino Acid,52.603788671425164,61.235171231278855,2,Mitsuokella multacida
Fucose,fuc_L,longum,Other,52.600883624992605,20.172828918681354,4,Bifidobacterium longum
Ammonium,nh4,parasanguinis,Other,52.58548625097891,26.608775756001016,7,Streptococcus parasanguinis
Uridine,uri,stercorea,Other,52.57292268524078,41.831720863163575,27,Prevotella stercorea
Acetate,ac,colihominis,SCFA,52.56391665545759,22.741792629453382,10,Anaerotruncus colihominis
Pyruvate,pyr,bartlettii,Other,52.54596502701921,24.02502861579868,6,Intestinibacter bartlettii
Valine,val_L,asburiae,Other,52.5350955156093,20.661082317425116,4,Enterobacter asburiae
Butyrate,but,virosa,SCFA,52.529181449115896,24.803460033153765,9,Butyricimonas virosa
Serine,ser_L,evryensis,Other,52.49048189003646,63.590985422144136,2,Cloacibacillus evryensis
Glutamate,glu_L,adolescentis,Amino Acid,52.48064600394595,30.78681810828924,23,Bifidobacterium adolescentis
Arginine,arg_L,salyersiae,Polyamine,52.478992398206785,34.326979439801086,13,Bacteroides salyersiae
Acetate,ac,albertii,SCFA,52.47342286039293,,1,Escherichia albertii
Water,h2o,multacida,Other,52.46134205002843,24.19902897866967,3,Mitsuokella multacida
Deoxycytidine,dcyt,formicigenerans,Other,52.445507221614385,28.793744432909232,13,Dorea formicigenerans
Aspartate,asp_L,saccharogumia,Amino Acid,52.38095238095238,,1,Erysipelatoclostridium saccharogumia
Ethanol,etoh,saccharogumia,Other,52.38095238095238,,1,Erysipelatoclostridium saccharogumia
Glycine,gly,micra,Amino Acid,52.362503921776124,30.777155553981956,4,Parvimonas micra
Cysteine,cys_L,fragilis,Other,52.35807196767046,38.452986679482294,71,Bacteroides fragilis
Succinate,succ,splanchnicus,Other,52.34826163255051,26.525518020602167,24,Odoribacter splanchnicus
Formate,for,plautii,Other,52.29430782372664,23.772229703540685,7,Flavonifractor plautii
Fructose,fru,cellulosilyticus,Other,52.28944602997263,26.466564134443928,59,Bacteroides cellulosilyticus
Malate,mal_L,colihominis,Other,52.2718012450654,40.26374621995328,2,Anaerotruncus colihominis
CO2,co2,splanchnicus,Other,52.253145786044705,31.356006552811582,27,Odoribacter splanchnicus
Proton,h,adolescentis,Other,52.20420760432965,30.744358923321403,15,Bifidobacterium adolescentis
CO2,co2,dentium,Other,52.18353629263135,37.43635106794159,12,Bifidobacterium dentium
Proton,h,oxytoca,Other,52.182259297230935,27.93695727606597,2,Klebsiella oxytoca
Lysine,lys_L,parvula,Amino Acid,52.13675213675219,,1,Lancefieldella parvula
Tetrahydrofolate,thf,bifidum,Other,52.13524540615239,45.44609988356838,2,Bifidobacterium bifidum
Succinate,succ,nordii,Other,52.09528218938146,29.732064708814782,16,Bacteroides nordii
Aspartate,asp_L,stomatis,Amino Acid,52.06860325117469,15.890623571449652,19,Peptostreptococcus stomatis
Pyruvate,pyr,piger,Other,52.06503879387067,31.362959593973823,2,Desulfovibrio piger
Deoxyadenosine,dad_2,angulatum,Other,52.04854893022381,,1,Bifidobacterium angulatum
Ammonium,nh4,faecis,Other,52.048341770029296,31.605492367186553,32,Blautia_A faecis
Serine,ser_L,parasanguinis,Other,52.0482094539008,36.31771136590858,14,Streptococcus parasanguinis
Deoxyadenosine,dad_2,lutetiensis,Other,52.03672094198487,,1,Streptococcus lutetiensis
Inosine,ins,fergusonii,Other,52.023503549164786,25.998539467792895,7,Escherichia fergusonii
Cytidine,cytd,elsdenii,Other,52.02247783660143,32.30912070713174,4,Megasphaera elsdenii
Succinate,succ,thetaiotaomicron,Other,52.00581708339636,28.722569584306846,25,Bacteroides thetaiotaomicron
Threonine,thr_L,multacida,Amino Acid,51.965593092822246,,1,Mitsuokella multacida
Fructose,fru,pseudocatenulatum,Other,51.95170772715992,17.437709069583708,57,Bifidobacterium pseudocatenulatum
