met_name,met_base,taxon,pathway,mean_flux,std_flux,n_samples,taxon_full
csn,csn,funiformis,Other,15.336577547302381,24.6956229361153,15,Megamonas funiformis
CO2,co2,bartlettii,Other,15.325212987241734,19.095474346424417,6,Intestinibacter bartlettii
12ppd_S,12ppd_S,eggerthii,Other,15.295752221443625,,1,Bacteroides eggerthii
Nicotinate,nac,extructa,Other,15.132508941671537,11.208585912028777,3,Bulleidia extructa
Pyridoxine,pydxn,merdae,Other,15.106877676088857,23.51916429989122,45,Parabacteroides merdae
Lysine,lys_L,merdae,Amino Acid,15.09508284640179,23.16912722734012,29,Parabacteroides merdae
strch2,strch2,butyricum,Other,15.082171611680579,,1,Clostridium butyricum
Methionine,met_L,asburiae,Amino Acid,14.912455815322321,8.251315158933505,2,Enterobacter asburiae
D-Lactate,lac_D,melaninogenica,Other,14.90411239803198,13.201270975201059,2,Prevotella melaninogenica
Formate,for,salyersiae,Other,14.86847397692849,29.712750665573267,63,Bacteroides salyersiae
Formate,for,medium,Other,14.865337804716432,10.26648435008001,126,Treponema medium
Guanosine,gsn,xylanisolvens,Other,14.796879197803506,18.311700176435814,4,Bacteroides xylanisolvens
Proline,pro_L,aerofaciens,Amino Acid,14.794716127695699,7.361383048213011,2,Collinsella aerofaciens
Arginine,arg_L,thetaiotaomicron,Polyamine,14.73971418510321,15.872107131930846,3,Bacteroides thetaiotaomicron
Proline,pro_L,evryensis,Amino Acid,14.73183681768323,8.570932853846534,2,Cloacibacillus evryensis
Threonine,thr_L,thetaiotaomicron,Amino Acid,14.7162506169728,0.21974899452384,2,Bacteroides thetaiotaomicron
Glycerol,glyc,agalactiae,Other,14.605424332859187,20.433464478640335,2,Streptococcus agalactiae
Cytidine,cytd,uniformis,Other,14.598716767587701,11.966974442733573,26,Bacteroides uniformis
Guanosine,gsn,fragilis,Other,14.591187338657498,10.290763577191397,4,Bacteroides fragilis
Threonine,thr_L,wadsworthensis,Amino Acid,14.56436498896476,15.512730233130187,15,Sutterella wadsworthensis
Proline,pro_L,subtilis,Amino Acid,14.488443975721921,7.728102636722101,2,Bacillus subtilis
Leucine,leu_L,eggerthii,Amino Acid,14.466449637963427,12.669737489499122,10,Bacteroides eggerthii
Asparagine,asn_L,uniformis,Other,14.426246092173384,16.030067718452635,59,Bacteroides uniformis
Tetradecanoate,ttdca,xylanisolvens,Other,14.420764167168722,12.922174042015449,23,Bacteroides xylanisolvens
Threonine,thr_L,fluxus,Amino Acid,14.349962716574055,,1,Bacteroides fluxus
btd_RR,btd_RR,oxytoca,Other,14.307775631703091,7.634347128090227,2,Klebsiella oxytoca
Asparagine,asn_L,stomatis,Other,14.306705949254107,,1,Peptostreptococcus stomatis
Acetaldehyde,acald,bryantii,Other,14.291608955403238,32.501968773305364,16,Prevotella bryantii
3mop,3mop,haemolysans,Other,14.285714285719905,,1,Gemella haemolysans
Deoxyadenosine,dad_2,elegans,Other,14.285714285714292,,1,Granulicatella elegans
Histidine,his_L,pseudocatenulatum,Other,14.285714285714178,,1,Bifidobacterium pseudocatenulatum
Cysteine,cys_L,spiroforme,Other,14.285714285713818,,1,Erysipelatoclostridium spiroforme
Nicotinate,nac,australis,Other,14.19538552132309,16.264573988350943,9,Streptococcus australis
Deoxyadenosine,dad_2,elsdenii,Other,14.177918751015218,12.785996163152285,3,Megasphaera elsdenii
Glutamate,glu_L,sakazakii,Amino Acid,14.105392147890996,,1,Cronobacter sakazakii
Lcystin,Lcystin,prausnitzii,Other,14.099560113113682,10.75155728148982,6,Faecalibacterium prausnitzii
Proline,pro_L,adolescentis,Amino Acid,14.023675104235716,11.255674983482301,8,Bifidobacterium adolescentis
Urea,urea,eggerthii,Other,14.016953520494877,5.489072195188498,2,Bacteroides eggerthii
Fructose,fru,ramosum,Other,13.994076597705709,16.19219682357479,5,Erysipelatoclostridium ramosum
Leucine,leu_L,uniformis,Amino Acid,13.989913253740276,15.838478715761312,29,Bacteroides uniformis
strch2,strch2,angulatum,Other,13.963015387987223,7.1977362049291695,5,Bifidobacterium angulatum
CO2,co2,mucilaginosa,Other,13.937743423005827,,1,Rothia mucilaginosa
Formate,for,desulfuricans,Other,13.85887997668278,23.007843207927348,3,Desulfovibrio desulfuricans
Formate,for,faecis,Other,13.817559193129073,29.871219915974674,113,Blautia_A faecis
Citrate,cit,freundii,Other,13.784675576824043,,1,Citrobacter freundii
Tetradecanoate,ttdca,fragilis,Other,13.618747296353083,15.582015069199771,6,Bacteroides fragilis
Galactose,gal,enterica,Other,13.599506972649083,,1,Salmonella enterica
Succinate,succ,invisus,Other,13.596015583503247,8.96309723976933,8,Dialister invisus
Butyrate,but,elsdenii,SCFA,13.564790339952369,10.850706782776237,6,Megasphaera elsdenii
Isoleucine,ile_L,haemolysans,Amino Acid,13.546079187537638,,1,Gemella haemolysans
Water,h2o,elegans,Other,13.482307913064801,,1,Granulicatella elegans
ch4s,ch4s,gingivalis,Other,13.476989640944744,,1,Porphyromonas gingivalis
2obut,2obut,gingivalis,Other,13.476989640944744,,1,Porphyromonas gingivalis
Ammonium,nh4,gingivalis,Other,13.47698964094289,,1,Porphyromonas gingivalis
Arginine,arg_L,merdae,Polyamine,13.444470259519086,10.867025898246789,9,Parabacteroides merdae
Glucose,glc_D,inulinivorans,Other,13.402052106991562,18.82366547923337,24,Roseburia inulinivorans
Formate,for,funiformis,Other,13.364100730317315,17.555778201272947,14,Megamonas funiformis
Leucine,leu_L,distasonis,Amino Acid,13.34191944733696,14.61152915709823,5,Parabacteroides distasonis
strch2,strch2,gallolyticus,Other,13.194444444444795,16.695576778016175,2,Streptococcus gallolyticus
Arginine,arg_L,uniformis,Polyamine,13.101081045365985,10.025866568662552,87,Bacteroides uniformis
Serine,ser_L,timidum,Other,13.084112149532416,,1,Mogibacterium timidum
Inosine,ins,cellulosilyticus,Other,13.08253664713658,,1,Bacteroides cellulosilyticus
Acetaldehyde,acald,caviae,Other,13.069779937936246,,1,Veillonella caviae
Aspartate,asp_L,gingivalis,Amino Acid,13.033413358259647,,1,Porphyromonas gingivalis
Water,h2o,cylindroides,Other,12.99522153467309,16.677016153031772,2,Faecalitalea cylindroides
Isoleucine,ile_L,parasanguinis,Amino Acid,12.965104462529034,5.2347994710291275,2,Streptococcus parasanguinis
glyb,glyb,liquefaciens,Other,12.848991680816987,,1,Serratia liquefaciens
Histidine,his_L,funiformis,Other,12.825623333634963,18.024775008492234,2,Megamonas funiformis
Folate,fol,pseudocatenulatum,Other,12.812053380053209,,1,Bifidobacterium pseudocatenulatum
Succinate,succ,copri,Other,12.756571026903247,13.520768128018021,5,Prevotella copri
Thymidine,thymd,cellulosilyticus,Other,12.723742478254808,18.420008149094656,18,Bacteroides cellulosilyticus
Lysine,lys_L,equolifaciens,Amino Acid,12.698412698412724,2.2447834323382763,2,Slackia_A equolifaciens
strch2,strch2,jalaludinii,Other,12.650120355528708,,1,Mitsuokella jalaludinii
Inosine,ins,eggerthii,Other,12.635943422656654,17.485416497555146,2,Bacteroides eggerthii
Acetate,ac,intestinihominis,SCFA,12.616966331041922,17.49006303900216,32,Barnesiella intestinihominis
Deoxycytidine,dcyt,mutans,Other,12.602303591500023,,1,Streptococcus mutans
Deoxyadenosine,dad_2,youngae,Other,12.526212883131336,,1,Citrobacter youngae
strch2,strch2,thermophilum,Other,12.500000000177138,,1,Bifidobacterium thermophilum
strch2,strch2,corporis,Other,12.5,,1,Prevotella corporis
Folate,fol,catenulatum,Other,12.49999999999973,,1,Bifidobacterium catenulatum
meoh,meoh,ruminicola,Other,12.368345691038698,5.998277604819562,2,Cellulosilyticum ruminicola
Threonine,thr_L,distasonis,Amino Acid,12.323768707591098,21.14071110520715,10,Parabacteroides distasonis
Deoxyadenosine,dad_2,freundii,Other,12.273517570876884,,1,Citrobacter freundii
Lactate,lac_L,uniformis,Other,12.260516782800028,18.488948328514933,91,Bacteroides uniformis
csn,csn,mutans,Other,12.220761762509127,,1,Streptococcus mutans
Acetate,ac,medium,SCFA,12.214981032086756,7.850721092741599,98,Treponema medium
Proton,h,medium,Other,12.163892816831265,9.133365170022909,74,Treponema medium
Acetaldehyde,acald,albensis,Other,12.155637811011278,31.917821151000823,9,Prevotella albensis
Glutamine,gln_L,ramosum,Amino Acid,12.092954018199135,10.271239400980786,3,Erysipelatoclostridium ramosum
Lysine,lys_L,hansenii,Amino Acid,12.063200148397499,,1,Blautia hansenii
Formate,for,fergusonii,Other,12.048158446329865,29.485620162212033,8,Escherichia fergusonii
Glucose,glc_D,merdae,Other,12.037130775227203,17.23363333575943,32,Parabacteroides merdae
Propionate,ppa,oxytoca,SCFA,11.987447091369905,25.863793424820972,5,Klebsiella oxytoca
ppi,ppi,stercorea,Other,11.975846261495505,13.527010132857392,5,Prevotella stercorea
GABA,4abut,intestinihominis,Other,11.89108214818033,,1,Barnesiella intestinihominis
Formate,for,clarus,Other,11.89049468508151,23.57420048591193,67,Bacteroides clarus
Deoxyadenosine,dad_2,uenonis,Other,11.862211780863769,16.593731229132178,2,Porphyromonas uenonis
mqn8,mqn8,nordii,Other,11.851206147545108,23.611882308925846,12,Bacteroides nordii
Leucine,leu_L,excrementihominis,Amino Acid,11.844426110935784,5.999626658632277,4,Parasutterella excrementihominis
Asparagine,asn_L,adolescentis,Other,11.84286429014469,,1,Bifidobacterium adolescentis
Glycine,gly,capillosus,Amino Acid,11.827214659373794,,1,Pseudoflavonifractor capillosus
Histidine,his_L,capillosus,Other,11.82721465937375,,1,Pseudoflavonifractor capillosus
Deoxyadenosine,dad_2,oxytoca,Other,11.816859042847305,,1,Klebsiella oxytoca
Glucose,glc_D,fragilis,Other,11.809300634217935,24.62255594073585,60,Bacteroides fragilis
Lysine,lys_L,stomatis,Amino Acid,11.743208108831224,,1,Peptostreptococcus stomatis
Valine,val_L,dentocariosa,Other,11.726875038097297,3.25060740076711,2,Rothia dentocariosa
Adenosine,adn,anginosus,Other,11.701652966406312,9.430616456589583,10,Streptococcus anginosus
Glutamate,glu_L,ruminicola,Amino Acid,11.61846115496985,,1,Cellulosilyticum ruminicola
Uridine,uri,micra,Other,11.538461538461538,,1,Parvimonas micra
meoh,meoh,scardovii,Other,11.528769362383358,,1,Bifidobacterium scardovii
Formate,for,nigrescens,Other,11.465618485089283,14.022555121897211,5,Prevotella nigrescens
Serine,ser_L,putredinis,Other,11.464985555147331,9.165231722174838,12,Alistipes putredinis
Thymidine,thymd,xylaniphila,Other,11.435229975577197,5.886575898847246,89,Paraprevotella xylaniphila
Cytidine,cytd,clara,Other,11.42846251352346,10.525270262517916,2,Paraprevotella clara
Lysine,lys_L,uniformis,Amino Acid,11.396967328377688,24.672076639811404,14,Bacteroides uniformis
Glucose,glc_D,distasonis,Other,11.349823457200731,18.73180351276683,85,Parabacteroides distasonis
Succinate,succ,oxytoca,Other,11.220620695236494,,1,Klebsiella oxytoca
Methionine,met_L,clarus,Amino Acid,11.180308899560869,8.599493157552805,4,Bacteroides clarus
csn,csn,garvieae,Other,11.142323458443482,,1,Lactococcus garvieae
Uridine,uri,garvieae,Other,11.142323458440572,,1,Lactococcus garvieae
CO2,co2,intermedia,Other,11.123612535375942,4.082107600059019,2,Kluyvera intermedia
Glycerol,glyc,dentium,Other,11.121628336545593,28.08681342089026,23,Bifidobacterium dentium
Glucose,glc_D,gallolyticus,Other,11.111111111111246,,1,Streptococcus gallolyticus
Glycerol-3-Phosphate,glyc3p,parvula,Other,11.1111111111112,,1,Lancefieldella parvula
Glucose,glc_D,disiens,Other,11.052541181447687,,1,Prevotella disiens
Maltose,malt,disiens,Other,11.052541181445001,,1,Prevotella disiens
Propionate,ppa,merdae,SCFA,10.984955677104562,,1,Parabacteroides merdae
Lysine,lys_L,fluxus,Amino Acid,10.978643789944398,,1,Bacteroides fluxus
Glycerol,glyc,australis,Other,10.880423663167107,21.68136368470871,4,Streptococcus australis
Glycine,gly,wadsworthensis,Amino Acid,10.851785409592956,14.392338641298199,13,Sutterella wadsworthensis
Valine,val_L,tanakaei,Other,10.85071595238503,,1,Collinsella tanakaei
Trimethylamine,tma,parvirubra,Other,10.846773828602934,6.721189829870226,5,Sutterella parvirubra
Serine,ser_L,fergusonii,Other,10.843650309050858,,1,Escherichia fergusonii
Asparagine,asn_L,xylaniphila,Other,10.793080450550386,,1,Paraprevotella xylaniphila
Arginine,arg_L,wadsworthia,Polyamine,10.649632487534348,7.945716784654808,7,Bilophila wadsworthia
N-Acetylglucosamine,acgam,cellulosilyticus,Other,10.616932737324271,12.094454248713864,5,Bacteroides cellulosilyticus
mqn8,mqn8,salyersiae,Other,10.549503660464339,24.9531909108652,10,Bacteroides salyersiae
Propionate,ppa,inulinivorans,SCFA,10.510475484496906,3.8465072100745754,2,Roseburia inulinivorans
Thymidine,thymd,uniformis,Other,10.508426527736612,16.31740875665451,12,Bacteroides uniformis
Valine,val_L,uniformis,Other,10.44102485662835,2.4014877785843938,2,Bacteroides uniformis
CO2,co2,pseudocatenulatum,Other,10.43153719898672,18.999308621806005,30,Bifidobacterium pseudocatenulatum
N-Acetylglucosamine,acgam,eggerthii,Other,10.38827009727641,6.567720957113698,6,Bacteroides eggerthii
Histidine,his_L,longum,Other,10.333343806311003,12.765254434638011,7,Bifidobacterium longum
Formate,for,goldsteinii,Other,10.311356657223667,22.97709710433722,52,Parabacteroides goldsteinii
Inosine,ins,xylanisolvens,Other,10.288896457189178,14.428941558885148,2,Bacteroides xylanisolvens
Glycerol,glyc,desulfuricans,Other,10.237112007899896,16.55584026321975,3,Desulfovibrio desulfuricans
Ornithine,orn,merdae,Polyamine,10.173846656177831,15.906081599172028,6,Parabacteroides merdae
Formate,for,melaninogenica,Other,10.137316069999809,14.129825757411975,7,Prevotella melaninogenica
Histidine,his_L,formigenes,Other,10.135135135135135,,1,Oxalobacter formigenes
CO2,co2,medium,Other,10.11986879375534,5.110792956388822,133,Treponema medium
D-Lactate,lac_D,bryantii,Other,10.037962321548296,14.756929761965255,10,Prevotella bryantii
Deoxycytidine,dcyt,fragilis,Other,9.970046900585192,17.854749559884784,60,Bacteroides fragilis
Glutamine,gln_L,hormaechei,Amino Acid,9.969720908383914,,1,Enterobacter hormaechei
strch2,strch2,distasonis,Other,9.927610506419606,18.708989032190985,25,Parabacteroides distasonis
Uridine,uri,endodontalis,Other,9.86467543703896,10.644011387997756,3,Porphyromonas endodontalis
Urea,urea,ovatus,Other,9.850883781701333,11.124960916473542,30,Bacteroides ovatus
Cytidine,cytd,clarus,Other,9.757465734431017,,1,Bacteroides clarus
Succinate,succ,albertii,Other,9.731585193213391,,1,Escherichia albertii
Formate,for,oleiciplenus,Other,9.728195498320483,24.50010202362475,113,Bacteroides oleiciplenus
Guanosine,gsn,uniformis,Other,9.588098249017088,5.659419298345085,5,Bacteroides uniformis
Phenylalanine,phe_L,oleiciplenus,Other,9.587056589832589,,1,Bacteroides oleiciplenus
Serine,ser_L,conceptionensis,Other,9.584079386850538,,1,Prevotella conceptionensis
Deoxyadenosine,dad_2,ovatus,Other,9.575032424755259,8.622645221345524,7,Bacteroides ovatus
Glycerol-3-Phosphate,glyc3p,haemolysans,Other,9.570041608876863,6.6689682553036675,2,Gemella haemolysans
Galactose,gal,intestinihominis,Other,9.565842663274683,6.212637252986375,2,Barnesiella intestinihominis
Nicotinate,nac,xylaniphila,Other,9.56497252623479,7.011925859934421,4,Paraprevotella xylaniphila
Glycerol,glyc,prausnitzii,Other,9.54857406264594,20.858448800714935,49,Faecalibacterium prausnitzii
Thymidine,thymd,clara,Other,9.541452372390605,5.086570370101793,118,Paraprevotella clara
Water,h2o,piscolens,Other,9.533601935355616,,1,Pyramidobacter piscolens
Succinate,succ,tanakaei,Other,9.517490469180146,11.932402043784927,5,Collinsella tanakaei
Acetate,ac,succinatiphilus,SCFA,9.475221195638921,13.291747015299633,2,Dialister succinatiphilus
12ppd_S,12ppd_S,tanakaei,Other,9.463538015885359,,1,Collinsella tanakaei
Glutamate,glu_L,equolifaciens,Amino Acid,9.429724879613044,10.204289258916795,39,Slackia_A equolifaciens
Proton,h,micra,Other,9.415899179818325,13.238701400255753,2,Parvimonas micra
Acetate,ac,micra,SCFA,9.415899179818247,13.238701400255678,2,Parvimonas micra
Lactate,lac_L,desulfuricans,Other,9.347367569994745,,1,Desulfovibrio desulfuricans
Proton,h,intermedia,Other,9.342932514518568,,1,Kluyvera intermedia
CO2,co2,virosa,Other,9.323869471006539,9.709822238708332,3,Butyricimonas virosa
Guanosine,gsn,ovatus,Other,9.29008197643514,8.875892741878864,9,Bacteroides ovatus
Thymidine,thymd,fragilis,Other,9.230684308940308,13.842618584135856,29,Bacteroides fragilis
Guanosine,gsn,eggerthii,Other,9.118359093573817,7.177457688088687,4,Bacteroides eggerthii
2ddglcn,2ddglcn,hormaechei,Other,9.082521745139442,2.2421175273096297,2,Enterobacter hormaechei
Adenosine,adn,ovatus,Other,9.03793607229637,15.132311356516873,56,Bacteroides ovatus
Thymidine,thymd,ovatus,Other,9.033840774121487,13.636165235257442,21,Bacteroides ovatus
Glutamine,gln_L,cloacae,Amino Acid,9.014623711278318,,1,Enterobacter cloacae
Acetaldehyde,acald,endodontalis,Other,9.012709747444163,,1,Porphyromonas endodontalis
Asparagine,asn_L,distasonis,Other,8.97832334801986,5.492781930259058,9,Parabacteroides distasonis
Glycerol,glyc,funiformis,Other,8.948041005232122,14.871902331440738,8,Megamonas funiformis
Deoxyadenosine,dad_2,constellatus,Other,8.925203804713023,15.452497801522583,3,Streptococcus constellatus
CO2,co2,stercorea,Other,8.85092678789659,17.706954272590814,16,Prevotella stercorea
Valine,val_L,saccharogumia,Other,8.823529411764639,,1,Erysipelatoclostridium saccharogumia
Fructose,fru,hypermegale,Other,8.773374311360332,1.1307296831487659,2,Megamonas hypermegale
Leucine,leu_L,fragilis,Amino Acid,8.755151506336844,2.848507290901365,3,Bacteroides fragilis
Deoxycytidine,dcyt,xylanisolvens,Other,8.647893475594566,7.180163554333158,30,Bacteroides xylanisolvens
Ethanol,etoh,muciniphila,Other,8.611517713919739,,1,Akkermansia muciniphila
Proline,pro_L,durum,Amino Acid,8.594965607121765,,1,Corynebacterium durum
Glycerol,glyc,anaerobius,Other,8.551609438600028,14.698638075136216,3,Peptostreptococcus anaerobius
Deoxyguanosine,dgsn,garvieae,Other,8.510472427569278,,1,Lactococcus garvieae
Ammonium,nh4,asaccharolytica,Other,8.50995373293678,3.9486514194090354,2,Porphyromonas asaccharolytica
strch2,strch2,merdae,Other,8.240449084752528,8.999664692851143,11,Parabacteroides merdae
Adenosine,adn,splanchnicus,Other,8.20995902214089,11.255206162395242,4,Odoribacter splanchnicus
CO2,co2,oxytoca,Other,8.17058787912608,,1,Klebsiella oxytoca
Succinate,succ,endodontalis,Other,8.165404293751976,,1,Porphyromonas endodontalis
Adenine,ade,piscolens,Other,8.142564203716814,8.209788858036113,3,Pyramidobacter piscolens
Galacturonate,galur,subtilis,Other,8.104737505837484,9.728638632441774,2,Bacillus subtilis
Formate,for,disiens,Other,8.0918059487656,14.622774522504587,10,Prevotella disiens
Galactose,gal,pseudocatenulatum,Other,8.086433575709545,9.821350079908456,12,Bifidobacterium pseudocatenulatum
Histidine,his_L,lentocellum,Other,8.03528913554656,,1,Cellulosilyticum lentocellum
Deoxyadenosine,dad_2,uniformis,Other,8.025803193723481,6.345692749759772,6,Bacteroides uniformis
CO2,co2,cylindroides,Other,7.985578284918127,,1,Faecalitalea cylindroides
Acetaldehyde,acald,cloacae,Other,7.939683204401497,5.252444290973782,2,Enterobacter cloacae
Deoxycytidine,dcyt,ovatus,Other,7.928198613225093,5.43558689781772,48,Bacteroides ovatus
Galactose,gal,breve,Other,7.848133732529334,3.4387627998254633,5,Bifidobacterium breve
Nicotinate,nac,intestini,Other,7.829623668292446,5.105492353127317,18,Murimonas intestini
Formate,for,xylaniphila,Other,7.82652195175519,15.986528549440761,8,Paraprevotella xylaniphila
Formate,for,nanceiensis,Other,7.814351659681997,,1,Prevotella nanceiensis
Aspartate,asp_L,parasanguinis,Amino Acid,7.751153008311497,5.230026479024546,4,Streptococcus parasanguinis
Aspartate,asp_L,gelidum,Amino Acid,7.717652645662156,,1,Leuconostoc gelidum
Lactate,lac_L,sinus,Other,7.715486917580634,,1,Oribacterium sinus
Deoxyadenosine,dad_2,clarus,Other,7.591178630210425,16.12491736590422,38,Bacteroides clarus
Thymidine,thymd,endodontalis,Other,7.534075475899484,,1,Porphyromonas endodontalis
Valine,val_L,evryensis,Other,7.519234249644543,,1,Cloacibacillus evryensis
Succinate,succ,breve,Other,7.516022574751866,1.8990691050330315,17,Bifidobacterium breve
strch2,strch2,mutans,Other,7.493643418812969,,1,Streptococcus mutans
Glutamine,gln_L,exigua,Amino Acid,7.489199077892029,3.417643450828657,3,Slackia exigua
Maltose,malt,eggerthii,Other,7.405643590463445,14.992459030918408,25,Bacteroides eggerthii
Serine,ser_L,invisus,Other,7.396134598792865,14.376504969493297,15,Dialister invisus
Ethanol,etoh,dentocariosa,Other,7.246609047905011,,1,Rothia dentocariosa
Water,h2o,mucilaginosa,Other,7.198186244383508,5.533711415108076,2,Rothia mucilaginosa
Adenine,ade,thermophilus,Other,7.142857142857281,,1,Streptococcus thermophilus
Glycine,gly,thermophilus,Amino Acid,7.142857142846486,,1,Streptococcus thermophilus
Formate,for,intermedia,Other,7.118159098045087,10.244141642582958,3,Kluyvera intermedia
Water,h2o,bifidum,Other,7.0095479190386705,,1,Bifidobacterium bifidum
2obut,2obut,bifidum,Other,7.006859206188546,26.042343650260563,14,Bifidobacterium bifidum
Cytidine,cytd,bifidum,Other,6.795984897556463,3.1840081850643385,16,Bifidobacterium bifidum
Asparagine,asn_L,copri,Other,6.79475831728663,,1,Prevotella copri
N-Acetylglucosamine,acgam,intestinihominis,Other,6.716362413602717,,1,Barnesiella intestinihominis
Glycerol,glyc,kashiwanohense,Other,6.704091456033302,12.841999953172431,4,Bifidobacterium kashiwanohense
Formate,for,eggerthii,Other,6.608110403840716,13.920765456475058,34,Bacteroides eggerthii
2obut,2obut,funiformis,Other,6.501116446323116,18.239804611980922,8,Megamonas funiformis
Glucose,glc_D,bifidum,Other,6.498133956923648,5.307076301547917,3,Bifidobacterium bifidum
Indole,indole,wadsworthensis,Other,6.38541002603252,,1,Sutterella wadsworthensis
Cysteine,cys_L,forsythia,Other,6.380375052378229,5.676048717193148,2,Tannerella forsythia
Acetate,ac,cellulosilyticus,SCFA,6.361266700038963,6.04541982713814,19,Bacteroides cellulosilyticus
CO2,co2,asaccharolytica,Other,6.33051685062717,2.781732149018691,2,Porphyromonas asaccharolytica
Galactose,gal,longum,Other,6.296600338440296,10.071707825417974,39,Bifidobacterium longum
Glucose,glc_D,intermedia,Other,6.156250585903528,6.255548452147185,2,Kluyvera intermedia
Glutamine,gln_L,veroralis,Amino Acid,6.126652911503413,7.190123336574642,2,Prevotella veroralis
Cysteine,cys_L,asaccharolytica,Other,6.117370897286177,7.951007140704506,2,Porphyromonas asaccharolytica
12ppd_S,12ppd_S,funiformis,Other,6.0942411346611065,2.048152092060127,2,Megamonas funiformis
Proton,h,hormaechei,Other,6.079328202333272,,1,Enterobacter hormaechei
Histidine,his_L,wadsworthensis,Other,6.076566500369051,3.871458588848483,9,Sutterella wadsworthensis
Fructose,fru,butyricum,Other,6.011138516359189,,1,Clostridium butyricum
Fructose,fru,inulinivorans,Other,6.000515942266038,7.550833194841469,8,Roseburia inulinivorans
Tetradecanoate,ttdca,ovatus,Other,5.996981702867458,15.009398014226296,23,Bacteroides ovatus
Formate,for,subtilis,Other,5.954515105550968,,1,Bacillus subtilis
Xylose,xyl_D,cellulosilyticus,Other,5.906318475331383,7.682307496632759,29,Bacteroides cellulosilyticus
CO2,co2,putredinis,Other,5.891219032287005,11.292378580815681,84,Alistipes putredinis
Acetate,ac,parvirubra,SCFA,5.885583139197356,15.527823531576802,14,Sutterella parvirubra
Guanosine,gsn,enoeca,Other,5.882352947870773,,1,Prevotella enoeca
Folate,fol,adolescentis,Other,5.849149027178698,8.07000785967978,3,Bifidobacterium adolescentis
Methionine,met_L,formicigenerans,Amino Acid,5.836524747331196,,1,Dorea formicigenerans
Thymidine,thymd,xylanisolvens,Other,5.81289871801978,3.298563667210296,13,Bacteroides xylanisolvens
Lysine,lys_L,ovatus,Amino Acid,5.782888655391688,7.391909597171637,7,Bacteroides ovatus
Asparagine,asn_L,laneus,Other,5.771304486838693,,1,Odoribacter laneus
Cysteine,cys_L,thetaiotaomicron,Other,5.770765879688445,14.140644860853838,75,Bacteroides thetaiotaomicron
Succinate,succ,elsdenii,Other,5.74469110751951,17.755846703111928,22,Megasphaera elsdenii
Phosphate,pi,invisus,Other,5.703830099304947,,1,Dialister invisus
Proline,pro_L,thetaiotaomicron,Amino Acid,5.640984919696036,,1,Bacteroides thetaiotaomicron
Cysteine,cys_L,multacida,Other,5.620782067823001,1.1763461598859513,2,Mitsuokella multacida
Propionate,ppa,laneus,SCFA,5.579999558601283,,1,Odoribacter laneus
Inosine,ins,graminisolvens,Other,5.539612875245473,,1,Bacteroides graminisolvens
Ornithine,orn,durum,Polyamine,5.502457426811208,1.9181125788256208,2,Corynebacterium durum
Guanine,gua,stomatis,Other,5.445915853659471,,1,Peptostreptococcus stomatis
strch2,strch2,pseudocatenulatum,Other,5.445610180669884,4.506386672293931,6,Bifidobacterium pseudocatenulatum
Galactose,gal,mitsuokai,Other,5.428611104363855,4.6033855129815,3,Catenibacterium mitsuokai
Nicotinate,nac,sakazakii,Other,5.424917867373978,,1,Cronobacter sakazakii
Glutamate,glu_L,nanceiensis,Amino Acid,5.3753336474240605,,1,Prevotella nanceiensis
Glutamine,gln_L,synergistica,Amino Acid,5.287445125473226,,1,Butyricimonas synergistica
Valine,val_L,aureus,Other,5.278007915032163,,1,Staphylococcus aureus
Arginine,arg_L,sakazakii,Polyamine,5.21631497249723,,1,Cronobacter sakazakii
Cysteine,cys_L,nucleatum,Other,5.1748931329799435,,1,Fusobacterium nucleatum
Arginine,arg_L,formigenes,Polyamine,5.172413793103424,,1,Oxalobacter formigenes
Adenosine,adn,fragilis,Other,5.151516260501099,10.77521991590556,70,Bacteroides fragilis
Succinate,succ,xylaniphila,Other,5.102045988379606,15.00211563390355,31,Paraprevotella xylaniphila
Thymidine,thymd,clarus,Other,5.065278476524811,6.457531376653974,2,Bacteroides clarus
Asparagine,asn_L,angulatum,Other,5.050561748998733,,1,Bifidobacterium angulatum
isocapr,isocapr,ovatus,Other,5.003259661009054,,1,Bacteroides ovatus
Mannose,man,cellulosilyticus,Other,4.986330998696563,8.272153574708119,7,Bacteroides cellulosilyticus
Propionate,ppa,invisus,SCFA,4.974352060113263,,1,Dialister invisus
Deoxyadenosine,dad_2,stomatis,Other,4.952017713175131,9.584904298992452,4,Peptostreptococcus stomatis
Deoxyguanosine,dgsn,invisus,Other,4.9005511622334055,1.8262697228140576,3,Dialister invisus
D-Lactate,lac_D,delbrueckii,Other,4.893032426314807,,1,Lactobacillus delbrueckii
L-Arabinose,arab_L,cellulosilyticus,Other,4.819579497577715,6.839325977490504,41,Bacteroides cellulosilyticus
Histidine,his_L,ramosum,Other,4.763402517109321,4.0047639321531925,3,Erysipelatoclostridium ramosum
Acetaldehyde,acald,longum,Other,4.623515617044973,,1,Bifidobacterium longum
Histidine,his_L,hadrus,Other,4.615384615384301,,1,Anaerostipes hadrus
Galactose,gal,merdae,Other,4.611491260680833,15.101869365451481,19,Parabacteroides merdae
Stearate,ocdca,salyersiae,Other,4.576037526287159,,1,Bacteroides salyersiae
strch2,strch2,thetaiotaomicron,Other,4.549627326303852,6.261223345495178,10,Bacteroides thetaiotaomicron
Lysine,lys_L,periodonticum,Amino Acid,4.545454545454561,,1,Fusobacterium periodonticum
