Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway
Agathobacter sp900317585,C00630_Isobutyryl CoA,C00630,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00489_Glutarate,C00489,Paraclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Erysipelatoclostridium ramosum,C05145_3-Aminoisobutyrate,C05145,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Egerieicola pullicola,C01672_Cadaverine,C01672,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
CAG-1427 sp900554685,3-Indoxyl sulfate,3-Indoxyl sulfate,CAG-1427,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,C00785_Urocanate,C00785,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA1685 sp900546845,C00408_Pipecolate,C00408,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminiclostridium_E sp900539195,C00785_Urocanate,C00785,Ruminiclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS693 sp900544555,C05582_Homovanillate,C05582,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii_B,2-Hydroxypentanoate,2-Hydroxypentanoate,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C02735_Phenylethanolamine,C02735,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS902 sp900761025,C10172_Proline betaine,C10172,UMGS902,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C00954_Indole-3-acetate,C00954,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium_A leptum,2-Hydroxypentanoate,2-Hydroxypentanoate,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00489_Glutarate,C00489,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Anaerostipes caccae,C01042_N-Acetylaspartate,C01042,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp003447235,C01672_Cadaverine,C01672,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Avimicrobium caecorum,C05122_Taurocholate,C05122,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid
Alistipes shahii,C00311_Isocitrate,C00311,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000436535,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes putredinis,C00408_Pipecolate,C00408,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger qucibialis,C01921_Glycocholate,C01921,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp003451515,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,2-Hydroxypentanoate,2-Hydroxypentanoate,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS1322 sp905214315,C16741_5-Hydroxylysine,C16741,UMGS1322,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-170 sp000432135,C00334_GABA,C00334,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium_A leptum,C00079_Phe,C00079,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecivivens stercoripullorum,C00847_4-Pyridoxate,C00847,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii,C10172_Proline betaine,C10172,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_D bicirculans,C01585_Hexanoate,C01585,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA1685 sp900546845,C00954_Indole-3-acetate,C00954,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Erysipelatoclostridium ramosum,C00489_Glutarate,C00489,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C00334_GABA,C00334,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C01585_Hexanoate,C01585,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C00408_Pipecolate,C00408,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor sp003447295,C00576_Betaine aldehyde,C00576,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp003451515,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
QALW01 sp900547955,C00334_GABA,C00334,QALW01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00954_Indole-3-acetate,C00954,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avichristensenella intestinipullorum,C00489_Glutarate,C00489,Avichristensenella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp000432375,C00576_Betaine aldehyde,C00576,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor sp003447295,C00300_Creatine,C00300,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-170 sp000432135,C01672_Cadaverine,C01672,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Escherichia sp005843885,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Veillonella parvula_A,C00163_Propionate,C00163,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),SCFA
ER4 sp900552015,C00847_4-Pyridoxate,C00847,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium_A mortiferum,3-Indoxyl sulfate,3-Indoxyl sulfate,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Erysipelatoclostridium ramosum,C00024_Acetyl CoA,C00024,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C00785_Urocanate,C00785,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Heteroscilispira lomanii,C00334_GABA,C00334,Heteroscilispira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA1685 sp900546845,C00489_Glutarate,C00489,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Egerieicola pullicola,C00300_Creatine,C00300,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C00134_Putrescine,C00134,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Lachnospira rogosae_A,C02571_o-Acetylcarnitine,C02571,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C02678_Dodecanedioate,C02678,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes_A ihumii,C00576_Betaine aldehyde,C00576,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C00489_Glutarate,C00489,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Bacillus_T coahuilensis,C02571_o-Acetylcarnitine,C02571,Bacillus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp003537285,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii_B,C00079_Phe,C00079,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00483_Tyramine,C00483,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00408_Pipecolate,C00408,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Pyramidobacter sp002007215,C00847_4-Pyridoxate,C00847,Pyramidobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Galloscillospira_B excrementipullorum,C00334_GABA,C00334,Galloscillospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C00576_Betaine aldehyde,C00576,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alangreenwoodia gallinarii,C00489_Glutarate,C00489,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor sp003447295,C00003_NAD+,C00003,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avispirillum faecium,C00245_Taurine,C00245,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C06103_6-Hydroxyhexanoate,C06103,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Gemmiger qucibialis,C01042_N-Acetylaspartate,C01042,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avanaerovorax faecigallinarum,C00576_Betaine aldehyde,C00576,Avanaerovorax,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Escherichia albertii,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
QALW01 sp900547955,C00408_Pipecolate,C00408,QALW01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp000434635,C01042_N-Acetylaspartate,C01042,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes onderdonkii,C08262_Isovalerate,C08262,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Erysipelatoclostridium ramosum,C00576_Betaine aldehyde,C00576,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira eligens_A,2-Hydroxypentanoate,2-Hydroxypentanoate,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium sp900539945,C05332_Phenethylamine,C05332,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp003447235,3-Indoxyl sulfate,3-Indoxyl sulfate,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Aphodomorpha sp900549955,C00408_Pipecolate,C00408,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fimenecus sp000432435,C00576_Betaine aldehyde,C00576,Fimenecus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Barnesiella intestinihominis,C01585_Hexanoate,C01585,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes putredinis,C05122_Taurocholate,C05122,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid
Faecalibacterium sp900539945,C02571_o-Acetylcarnitine,C02571,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C00003_NAD+,C00003,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C06104_Adipate,C06104,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C00576_Betaine aldehyde,C00576,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_D,C05984_2-Hydroxybutyrate,C05984,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_C sp000980705,C00483_Tyramine,C00483,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C05635_5-Hydroxyindoleacetate,C05635,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Veillonella parvula_A,C00489_Glutarate,C00489,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Anaerostipes hadrus,C00483_Tyramine,C00483,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Scatavimonas merdipullorum,C00300_Creatine,C00300,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other
SFEL01 sp016292635,C00847_4-Pyridoxate,C00847,SFEL01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira eligens_A,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C00300_Creatine,C00300,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C00847_4-Pyridoxate,C00847,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS1322 sp905214315,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,UMGS1322,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C06104_Adipate,C06104,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii,C00079_Phe,C00079,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C06104_Adipate,C06104,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-103 sp000432375,C05145_3-Aminoisobutyrate,C05145,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900543625,C00300_Creatine,C00300,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Egerieicola pullicola,C00079_Phe,C00079,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_D,C01921_Glycocholate,C01921,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS902 sp003343845,C00483_Tyramine,C00483,UMGS902,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00079_Phe,C00079,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger qucibialis,C10172_Proline betaine,C10172,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp002300055,C00003_NAD+,C00003,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Anaerostipes caccae,C05145_3-Aminoisobutyrate,C05145,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C06104_Adipate,C06104,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Veillonella atypica,C00576_Betaine aldehyde,C00576,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium_A leptum,C00423_trans-Cinnamate,C00423,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lactobacillus amylolyticus,C00785_Urocanate,C00785,Lactobacillus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecivivens stercoravium,C00576_Betaine aldehyde,C00576,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C06104_Adipate,C06104,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Alistipes shahii,C01921_Glycocholate,C01921,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C01921_Glycocholate,C01921,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_D bicirculans,2-Hydroxypentanoate,2-Hydroxypentanoate,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp002439605,C05127_1-Methylhistamine,C05127,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00482_Sinapate,C00482,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Escherichia sp002965065,C00300_Creatine,C00300,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C06104_Adipate,C06104,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C06104_Adipate,C06104,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-170 sp000432135,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,C05122_Taurocholate,C05122,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid
Oribacterium sp900318695,2-Hydroxypentanoate,2-Hydroxypentanoate,Oribacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C00314_Pyridoxine,C00314,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-170 sp000432135,C01959_Taurocyamine,C01959,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Escherichia sp001660175,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C02679_Dodecanoate,C02679,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Escherichia albertii,C00003_NAD+,C00003,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avimicrobium caecorum,C00079_Phe,C00079,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium disporicum,C02918_1-Methylnicotinamide,C02918,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS1590 sp900552455,C00931_Porphobilinogen,C00931,UMGS1590,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes putredinis,C05635_5-Hydroxyindoleacetate,C05635,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium_A mortiferum,2-Hydroxypentanoate,2-Hydroxypentanoate,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-127 sp900319515,2-Hydroxypentanoate,2-Hydroxypentanoate,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C00423_trans-Cinnamate,C00423,UBA1829,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C02679_Dodecanoate,C02679,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Scatavimonas sp900540275,C03264_2-Hydroxy-4-methylpentanoate,C03264,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp900767615,C05127_1-Methylhistamine,C05127,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecivivens stercoravium,C00245_Taurine,C00245,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Aphodousia sp900553105,C00642_p-Hydroxyphenylacetate,C00642,Aphodousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C00296_Quinate,C00296,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii_B,C00847_4-Pyridoxate,C00847,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000436535,C02571_o-Acetylcarnitine,C02571,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Erysipelatoclostridium ramosum,C00300_Creatine,C00300,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Anaerostipes caccae,C00003_NAD+,C00003,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C00954_Indole-3-acetate,C00954,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C02679_Dodecanoate,C02679,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Alistipes shahii,C00314_Pyridoxine,C00314,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C02679_Dodecanoate,C02679,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C00482_Sinapate,C00482,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes onderdonkii,C05635_5-Hydroxyindoleacetate,C05635,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Oribacterium sp900318695,C00483_Tyramine,C00483,Oribacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C00003_NAD+,C00003,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp000434635,C05145_3-Aminoisobutyrate,C05145,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii_B,C00483_Tyramine,C00483,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900543625,C00378_Thiamine,C00378,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger qucibialis,C01104_Trimethylamine N-oxide,C01104,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other
QAMH01 sp900544245,C00785_Urocanate,C00785,QAMH01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C02679_Dodecanoate,C02679,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAIFEB01 sp903789375,C00388_Histamine,C00388,CAIFEB01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C02679_Dodecanoate,C02679,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C01008_Trimethylsulfonium,C01008,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C01585_Hexanoate,C01585,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS2070 sp905203455,C00388_Histamine,C00388,UMGS2070,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Phascolarctobacterium_A succinatutens,C05123_Isethionate,C05123,Phascolarctobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C02679_Dodecanoate,C02679,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Scatavimonas merdipullorum,3-Indoxyl sulfate,3-Indoxyl sulfate,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C00954_Indole-3-acetate,C00954,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Klebsiella michiganensis,C05127_1-Methylhistamine,C05127,Klebsiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-488 sp000434055,C00785_Urocanate,C00785,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C00214_Thymidine,C00214,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA10677 sp900543755,C05341_beta-Ala-Lys,C05341,UBA10677,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor sp003447295,C03264_2-Hydroxy-4-methylpentanoate,C03264,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
RUG11247 sp902767315,C00847_4-Pyridoxate,C00847,RUG11247,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes putredinis,C05145_3-Aminoisobutyrate,C05145,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecivivens stercoravium,C00079_Phe,C00079,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C02679_Dodecanoate,C02679,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Ruminococcus_C sp000980705,C10172_Proline betaine,C10172,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C02679_Dodecanoate,C02679,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Veillonella parvula_A,C00931_Porphobilinogen,C00931,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp000432375,C00630_Isobutyryl CoA,C00630,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Veillonella parvula_A,C00482_Sinapate,C00482,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium sp900539945,C00003_NAD+,C00003,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-170 sp000432135,C02678_Dodecanedioate,C02678,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C08277_Sebacate,C08277,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Ventricola intestinavium,C00847_4-Pyridoxate,C00847,Ventricola,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS693 sp900544555,C00785_Urocanate,C00785,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Scatavimonas merdipullorum,C00954_Indole-3-acetate,C00954,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Escherichia sp004211955,C00847_4-Pyridoxate,C00847,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C00079_Phe,C00079,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp000434635,C08277_Sebacate,C08277,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecivivens stercoravium,C00134_Putrescine,C00134,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Holdemanella biformis,C05123_Isethionate,C05123,Holdemanella,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avimicrobium caecorum,C00300_Creatine,C00300,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS693 sp900544555,C05635_5-Hydroxyindoleacetate,C05635,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C05145_3-Aminoisobutyrate,C05145,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UBA1685 sp900546845,3-Indoxyl sulfate,3-Indoxyl sulfate,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C05122_Taurocholate,C05122,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid
Alistipes onderdonkii,2-Hydroxypentanoate,2-Hydroxypentanoate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium sp000235465,C02571_o-Acetylcarnitine,C02571,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAIFEB01 sp903789375,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,CAIFEB01,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C00630_Isobutyryl CoA,C00630,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C08262_Isovalerate,C08262,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium sp900539945,C02037_Gly-Gly,C02037,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C00378_Thiamine,C00378,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
CAG-41 sp900066215,C05984_2-Hydroxybutyrate,C05984,CAG-41,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger sp900540595,2-Hydroxypentanoate,2-Hydroxypentanoate,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp003537285,C00847_4-Pyridoxate,C00847,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
UMGS693 sp900544555,C00300_Creatine,C00300,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other
